source_id,population_id,cell_id,slice_id,metric_id,value,ci_low,ci_high,n_rows,n_groups,notes
flip::processbench_gsm8k_qwen3_8b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,124,,,124,124,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_gsm8k_qwen3_8b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,145,,,145,145,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_4b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,FLIP_GAIN,prediction_flip_count,42,,,42,42,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_4b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,FLIP_LATERAL,prediction_flip_count,242,,,242,242,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_4b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,FLIP_LOSS,prediction_flip_count,88,,,88,88,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_4b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,NO_FLIP_CORRECT,prediction_flip_count,271,,,271,271,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_4b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,NO_FLIP_INCORRECT,prediction_flip_count,357,,,357,357,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_8b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,FLIP_GAIN,prediction_flip_count,33,,,33,33,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_8b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,FLIP_LATERAL,prediction_flip_count,235,,,235,235,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_8b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,FLIP_LOSS,prediction_flip_count,81,,,81,81,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_8b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,299,,,299,299,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_8b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,352,,,352,352,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_4b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,FLIP_GAIN,prediction_flip_count,62,,,62,62,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_4b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,FLIP_LATERAL,prediction_flip_count,257,,,257,257,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_4b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,FLIP_LOSS,prediction_flip_count,67,,,67,67,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_4b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,NO_FLIP_CORRECT,prediction_flip_count,252,,,252,252,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_4b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,NO_FLIP_INCORRECT,prediction_flip_count,362,,,362,362,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_8b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,FLIP_GAIN,prediction_flip_count,56,,,56,56,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_8b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,FLIP_LATERAL,prediction_flip_count,220,,,220,220,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_8b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,FLIP_LOSS,prediction_flip_count,76,,,76,76,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_8b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,274,,,274,274,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_8b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,374,,,374,374,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_4b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,FLIP_GAIN,prediction_flip_count,51,,,51,51,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_4b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,FLIP_LATERAL,prediction_flip_count,255,,,255,255,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_4b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,FLIP_LOSS,prediction_flip_count,95,,,95,95,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_4b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,NO_FLIP_CORRECT,prediction_flip_count,213,,,213,213,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_4b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,NO_FLIP_INCORRECT,prediction_flip_count,386,,,386,386,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_8b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,FLIP_GAIN,prediction_flip_count,36,,,36,36,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_8b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,FLIP_LATERAL,prediction_flip_count,233,,,233,233,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_8b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,FLIP_LOSS,prediction_flip_count,84,,,84,84,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_8b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,230,,,230,230,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_8b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,417,,,417,417,exact deterministic candidate-versus-top-five prediction transition count
