world,method,n,n_expected,completion,mean_auc,sd_auc,ci95_low,ci95_high
sparse_small,oracle_linear,40,40,1.0,0.6734654554132868,0.006918351204548744,0.6713600218344169,0.6756443810891896
sparse_small,oracle_pcr2,40,40,1.0,0.6639546924927779,0.006456631122958887,0.6619065482228451,0.6659561131898226
sparse_small,pcr_structured,40,40,1.0,0.6599892117602353,0.020708383427857194,0.6526141656506921,0.6646929227394035
sparse_small,pcr_structured_fixed,40,40,1.0,0.6639710162796245,0.006781143105013064,0.6619232757122521,0.6660290323037007
sparse_small,ridge_observed,40,40,1.0,0.65771767008905,0.03567051746643518,0.6454633117703027,0.66708911815788
sparse_small,sdsf,40,40,1.0,0.6581012536687647,0.03588512271522805,0.6459165472746413,0.667515512850756
sparse_small,sdsf_fixed,40,40,1.0,0.6712364351159505,0.007383281949701145,0.6689443615113051,0.6735177184324508
sparse_small,su_pcr_fixed,40,40,1.0,0.663977122228603,0.006810502923727448,0.6618630773651389,0.6660435470516227
sparse_small,su_pcr_reproduction,40,40,1.0,0.6596529903048458,0.02213098779689821,0.6516873983479039,0.6646223355419231
sparse_small,upcr_signrho,40,40,1.0,0.650914204059208,0.022152102189176445,0.6435273771058343,0.6570109047677726
sparse_large,iu_pcr,40,40,1.0,0.6496924626429295,0.03795394660475264,0.6368069909831936,0.6600181285237265
sparse_large,iu_pcr_fixed,40,40,1.0,0.6623148481618981,0.0069159358260577715,0.6601857598245162,0.664490595994893
sparse_large,lsml_full,40,40,1.0,0.6474858448982058,0.0067112431221338685,0.645401417432977,0.6495712411039853
sparse_large,mean_signrho,40,40,1.0,0.6136481692404241,0.0855469517032271,0.5858494193444819,0.6380270716109793
sparse_large,oracle_linear,40,40,1.0,0.6717918525110421,0.0073069552305139165,0.6694946053757703,0.6740528442930239
sparse_large,oracle_pcr2,40,40,1.0,0.6624356245012726,0.0069092807823698905,0.6603184667509854,0.6646111358068192
sparse_large,pcr_structured,40,40,1.0,0.6581875162046433,0.01728969370990226,0.6524031995368735,0.6628590725120012
sparse_large,pcr_structured_fixed,40,40,1.0,0.6623113511833412,0.0068976096782690805,0.6601815628876301,0.6644502477737074
sparse_large,ridge_observed,40,40,1.0,0.6501217397834518,0.0545174569565454,0.631475574924171,0.6653690444931312
sparse_large,sdsf,40,40,1.0,0.6501713328127414,0.054538734248624085,0.6321215618324935,0.6651262430861664
sparse_large,sdsf_fixed,40,40,1.0,0.6707634516252974,0.007876428573737906,0.6683508619171535,0.6732288463337379
sparse_large,su_pcr_fixed,40,40,1.0,0.6623105668450041,0.00692069910150901,0.660246769775281,0.6644960708738925
sparse_large,su_pcr_reproduction,40,40,1.0,0.6591135547508007,0.014625285662147726,0.6540286104243398,0.6631758013587087
sparse_large,upcr_signrho,40,40,1.0,0.655867152769113,0.013735166499172814,0.6512426980830751,0.6598446852359848
dense_stress,iu_pcr,40,40,1.0,0.6598141196476456,0.007419824772647351,0.6575084097310151,0.662079435491634
dense_stress,iu_pcr_fixed,40,40,1.0,0.6597556664757265,0.007380509082156012,0.657430692141267,0.6619952149726338
dense_stress,lsml_full,40,40,1.0,0.6638490118239815,0.008179064991191788,0.6612597096909777,0.6663596508985061
dense_stress,mean_signrho,40,40,1.0,0.6603831167549936,0.016490214566398417,0.6550429092179594,0.6652426801059149
dense_stress,oracle_linear,40,40,1.0,0.6839305765627248,0.0067169242392074125,0.681915364648391,0.6860929858930725
dense_stress,oracle_pcr2,40,40,1.0,0.6597134481520127,0.007370836837217622,0.6574360005715317,0.6619031751830147
dense_stress,pcr_structured,40,40,1.0,0.6597194796037379,0.00739830966590208,0.6573697920064501,0.6619387093672067
dense_stress,pcr_structured_fixed,40,40,1.0,0.659752761486245,0.007383585910696244,0.6574253327345037,0.6619519771198863
dense_stress,ridge_observed,40,40,1.0,0.6589204978167992,0.007940442794783014,0.6564733590897417,0.6613877801838249
dense_stress,sdsf,40,40,1.0,0.6588779189068719,0.00795909308775581,0.6563564420239955,0.6613111007832297
dense_stress,sdsf_fixed,40,40,1.0,0.6594501861050232,0.0073279757008443925,0.6571198566804504,0.6616367943259667
dense_stress,su_pcr_fixed,40,40,1.0,0.6597397779560119,0.007386504014457792,0.6574239192377782,0.6620235482571319
dense_stress,su_pcr_reproduction,40,40,1.0,0.659802008906357,0.007415652669874114,0.6575223294733638,0.6620474422712864
dense_stress,upcr_signrho,40,40,1.0,0.6586555873122781,0.007524513304238848,0.656328241959826,0.6609276806869253
