cell,fold,method,coefficient,value
pb_gsm8k_q4,2,unsupervised_update,7,0.0
pb_gsm8k_q4,2,unsupervised_update,8,0.0
pb_gsm8k_q4,2,unsupervised_update,9,0.0
pb_gsm8k_q4,2,unsupervised_update,10,0.0
pb_gsm8k_q4,2,unsupervised_update,11,0.0
pb_gsm8k_q4,2,unsupervised_update,12,0.0
pb_gsm8k_q4,2,supervised_update,0,-1.6132878406305355
pb_gsm8k_q4,2,supervised_update,1,-0.8476718050244977
pb_gsm8k_q4,2,supervised_update,2,-2.410984394322265
pb_gsm8k_q4,2,supervised_update,3,-1.542485378597089
pb_gsm8k_q4,2,supervised_update,4,-0.624232114005644
pb_gsm8k_q4,2,supervised_update,5,-0.3809424067347808
pb_gsm8k_q4,2,supervised_update,6,-1.9948492794205936
pb_gsm8k_q4,2,supervised_update,7,-0.32471367767959075
pb_gsm8k_q4,2,supervised_update,8,-1.2050670658471527
pb_gsm8k_q4,2,supervised_update,9,-0.3126031063378478
pb_gsm8k_q4,2,supervised_update,10,-0.2189863607302987
pb_gsm8k_q4,2,supervised_update,11,-0.3109926612259016
pb_gsm8k_q4,2,supervised_update,12,2.668382516671525
pb_gsm8k_q4,3,unsupervised_update,0,0.0
pb_gsm8k_q4,3,unsupervised_update,1,0.0
pb_gsm8k_q4,3,unsupervised_update,2,0.0
pb_gsm8k_q4,3,unsupervised_update,3,0.0
pb_gsm8k_q4,3,unsupervised_update,4,0.0
pb_gsm8k_q4,3,unsupervised_update,5,0.0
pb_gsm8k_q4,3,unsupervised_update,6,0.0
pb_gsm8k_q4,3,unsupervised_update,7,0.0
pb_gsm8k_q4,3,unsupervised_update,8,0.0
pb_gsm8k_q4,3,unsupervised_update,9,0.0
pb_gsm8k_q4,3,unsupervised_update,10,0.0
pb_gsm8k_q4,3,unsupervised_update,11,0.0
pb_gsm8k_q4,3,unsupervised_update,12,0.0
pb_gsm8k_q4,3,supervised_update,0,-1.163367201567677
pb_gsm8k_q4,3,supervised_update,1,-1.0170643704836804
pb_gsm8k_q4,3,supervised_update,2,-2.4048568568673923
pb_gsm8k_q4,3,supervised_update,3,-1.2685320226016112
pb_gsm8k_q4,3,supervised_update,4,-0.6248572697412524
pb_gsm8k_q4,3,supervised_update,5,-0.4565425206258585
pb_gsm8k_q4,3,supervised_update,6,-1.9934984144455492
pb_gsm8k_q4,3,supervised_update,7,-0.42116724552630563
pb_gsm8k_q4,3,supervised_update,8,-1.2348481327158316
pb_gsm8k_q4,3,supervised_update,9,-0.4153943672548483
pb_gsm8k_q4,3,supervised_update,10,-0.32886913527170564
pb_gsm8k_q4,3,supervised_update,11,-0.4158956666403953
pb_gsm8k_q4,3,supervised_update,12,2.4133480616948213
pb_gsm8k_q4,4,unsupervised_update,0,0.0
pb_gsm8k_q4,4,unsupervised_update,1,0.0
pb_gsm8k_q4,4,unsupervised_update,2,0.0
pb_gsm8k_q4,4,unsupervised_update,3,0.0
pb_gsm8k_q4,4,unsupervised_update,4,0.0
pb_gsm8k_q4,4,unsupervised_update,5,0.0
pb_gsm8k_q4,4,unsupervised_update,6,0.0
pb_gsm8k_q4,4,unsupervised_update,7,0.0
pb_gsm8k_q4,4,unsupervised_update,8,0.0
pb_gsm8k_q4,4,unsupervised_update,9,0.0
pb_gsm8k_q4,4,unsupervised_update,10,0.0
pb_gsm8k_q4,4,unsupervised_update,11,0.0
pb_gsm8k_q4,4,unsupervised_update,12,0.0
pb_gsm8k_q4,4,supervised_update,0,-1.269157819187221
pb_gsm8k_q4,4,supervised_update,1,-0.943976275489145
pb_gsm8k_q4,4,supervised_update,2,-2.374999148174815
pb_gsm8k_q4,4,supervised_update,3,-2.092636040524446
pb_gsm8k_q4,4,supervised_update,4,-0.9110460445750865
pb_gsm8k_q4,4,supervised_update,5,-0.45877947423136534
pb_gsm8k_q4,4,supervised_update,6,-1.984197436973859
pb_gsm8k_q4,4,supervised_update,7,-0.308825776305826
pb_gsm8k_q4,4,supervised_update,8,-1.209605177178658
pb_gsm8k_q4,4,supervised_update,9,-0.25743014909302564
pb_gsm8k_q4,4,supervised_update,10,-0.2594278484585143
pb_gsm8k_q4,4,supervised_update,11,-0.23906247697106525
pb_gsm8k_q4,4,supervised_update,12,2.482294187344385
pb_gsm8k_q8,0,unsupervised_update,0,0.0
pb_gsm8k_q8,0,unsupervised_update,1,0.0
pb_gsm8k_q8,0,unsupervised_update,2,0.0
pb_gsm8k_q8,0,unsupervised_update,3,0.0
pb_gsm8k_q8,0,unsupervised_update,4,0.0
pb_gsm8k_q8,0,unsupervised_update,5,0.0
pb_gsm8k_q8,0,unsupervised_update,6,0.0
pb_gsm8k_q8,0,unsupervised_update,7,0.0
pb_gsm8k_q8,0,unsupervised_update,8,0.0
pb_gsm8k_q8,0,unsupervised_update,9,0.0
pb_gsm8k_q8,0,unsupervised_update,10,0.0
pb_gsm8k_q8,0,unsupervised_update,11,0.0
pb_gsm8k_q8,0,unsupervised_update,12,0.0
pb_gsm8k_q8,0,supervised_update,0,-1.2359347534922882
pb_gsm8k_q8,0,supervised_update,1,-1.5197438875184488
pb_gsm8k_q8,0,supervised_update,2,-2.4231132124397927
pb_gsm8k_q8,0,supervised_update,3,-1.5204591975976707
pb_gsm8k_q8,0,supervised_update,4,-0.5830128391071453
pb_gsm8k_q8,0,supervised_update,5,-0.27509917771304904
pb_gsm8k_q8,0,supervised_update,6,-1.9287212171990311
pb_gsm8k_q8,0,supervised_update,7,-0.18231252123786623
pb_gsm8k_q8,0,supervised_update,8,-1.0726041406394382
pb_gsm8k_q8,0,supervised_update,9,-0.15157719621495627
pb_gsm8k_q8,0,supervised_update,10,-0.11869956028116402
pb_gsm8k_q8,0,supervised_update,11,-0.1399444422248486
pb_gsm8k_q8,0,supervised_update,12,2.5776314554897333
pb_gsm8k_q8,1,unsupervised_update,0,0.0
pb_gsm8k_q8,1,unsupervised_update,1,0.0
pb_gsm8k_q8,1,unsupervised_update,2,0.0
pb_gsm8k_q8,1,unsupervised_update,3,0.0
pb_gsm8k_q8,1,unsupervised_update,4,0.0
pb_gsm8k_q8,1,unsupervised_update,5,0.0
pb_gsm8k_q8,1,unsupervised_update,6,0.0
pb_gsm8k_q8,1,unsupervised_update,7,0.0
pb_gsm8k_q8,1,unsupervised_update,8,0.0
pb_gsm8k_q8,1,unsupervised_update,9,0.0
pb_gsm8k_q8,1,unsupervised_update,10,0.0
pb_gsm8k_q8,1,unsupervised_update,11,0.0
pb_gsm8k_q8,1,unsupervised_update,12,0.0
pb_gsm8k_q8,1,supervised_update,0,-1.369883893716107
pb_gsm8k_q8,1,supervised_update,1,-1.4368660286835178
pb_gsm8k_q8,1,supervised_update,2,-2.472984081352196
pb_gsm8k_q8,1,supervised_update,3,-1.4507625166338582
pb_gsm8k_q8,1,supervised_update,4,-0.7246043477532392
pb_gsm8k_q8,1,supervised_update,5,-0.500235711379987
pb_gsm8k_q8,1,supervised_update,6,-1.9676220674709703
pb_gsm8k_q8,1,supervised_update,7,-0.42462845366024343
pb_gsm8k_q8,1,supervised_update,8,-1.031250390806102
pb_gsm8k_q8,1,supervised_update,9,-0.3957583963120914
pb_gsm8k_q8,1,supervised_update,10,0.09993123943270578
pb_gsm8k_q8,1,supervised_update,11,-0.38313464090891236
pb_gsm8k_q8,1,supervised_update,12,2.308646985127745
pb_gsm8k_q8,2,unsupervised_update,0,0.0
pb_gsm8k_q8,2,unsupervised_update,1,0.0
pb_gsm8k_q8,2,unsupervised_update,2,0.0
pb_gsm8k_q8,2,unsupervised_update,3,0.0
pb_gsm8k_q8,2,unsupervised_update,4,0.0
pb_gsm8k_q8,2,unsupervised_update,5,0.0
pb_gsm8k_q8,2,unsupervised_update,6,0.0
pb_gsm8k_q8,2,unsupervised_update,7,0.0
pb_gsm8k_q8,2,unsupervised_update,8,0.0
pb_gsm8k_q8,2,unsupervised_update,9,0.0
pb_gsm8k_q8,2,unsupervised_update,10,0.0
pb_gsm8k_q8,2,unsupervised_update,11,0.0
pb_gsm8k_q8,2,unsupervised_update,12,0.0
pb_gsm8k_q8,2,supervised_update,0,-1.2907916239803874
pb_gsm8k_q8,2,supervised_update,1,-1.1683517321663432
pb_gsm8k_q8,2,supervised_update,2,-2.5507332605697126
pb_gsm8k_q8,2,supervised_update,3,-1.473665191149481
pb_gsm8k_q8,2,supervised_update,4,-0.6530773234282625
pb_gsm8k_q8,2,supervised_update,5,-0.3005407211615246
pb_gsm8k_q8,2,supervised_update,6,-2.0868907856397247
pb_gsm8k_q8,2,supervised_update,7,-0.18066628829797957
pb_gsm8k_q8,2,supervised_update,8,-1.1695946500299503
pb_gsm8k_q8,2,supervised_update,9,-0.13897119175184627
pb_gsm8k_q8,2,supervised_update,10,-0.05862553096132305
pb_gsm8k_q8,2,supervised_update,11,-0.12332598811527536
pb_gsm8k_q8,2,supervised_update,12,2.6159154863063687
pb_gsm8k_q8,3,unsupervised_update,0,0.0
pb_gsm8k_q8,3,unsupervised_update,1,0.0
pb_gsm8k_q8,3,unsupervised_update,2,0.0
pb_gsm8k_q8,3,unsupervised_update,3,0.0
pb_gsm8k_q8,3,unsupervised_update,4,0.0
pb_gsm8k_q8,3,unsupervised_update,5,0.0
pb_gsm8k_q8,3,unsupervised_update,6,0.0
pb_gsm8k_q8,3,unsupervised_update,7,0.0
pb_gsm8k_q8,3,unsupervised_update,8,0.0
pb_gsm8k_q8,3,unsupervised_update,9,0.0
pb_gsm8k_q8,3,unsupervised_update,10,0.0
pb_gsm8k_q8,3,unsupervised_update,11,0.0
pb_gsm8k_q8,3,unsupervised_update,12,0.0
pb_gsm8k_q8,3,supervised_update,0,-1.554183638578334
pb_gsm8k_q8,3,supervised_update,1,-1.4403887466284866
pb_gsm8k_q8,3,supervised_update,2,-2.3921719209415073
pb_gsm8k_q8,3,supervised_update,3,-1.284227547650914
pb_gsm8k_q8,3,supervised_update,4,-0.7794803328265313
pb_gsm8k_q8,3,supervised_update,5,-0.6136593242357886
pb_gsm8k_q8,3,supervised_update,6,-1.8619909995538506
pb_gsm8k_q8,3,supervised_update,7,-0.574313188699088
pb_gsm8k_q8,3,supervised_update,8,-0.9954733499756657
pb_gsm8k_q8,3,supervised_update,9,-0.5676683439138517
pb_gsm8k_q8,3,supervised_update,10,-0.0065209699336392585
pb_gsm8k_q8,3,supervised_update,11,-0.567884673212286
pb_gsm8k_q8,3,supervised_update,12,2.2326073811372438
pb_gsm8k_q8,4,unsupervised_update,0,0.0
pb_gsm8k_q8,4,unsupervised_update,1,0.0
pb_gsm8k_q8,4,unsupervised_update,2,0.0
pb_gsm8k_q8,4,unsupervised_update,3,0.0
pb_gsm8k_q8,4,unsupervised_update,4,0.0
pb_gsm8k_q8,4,unsupervised_update,5,0.0
pb_gsm8k_q8,4,unsupervised_update,6,0.0
pb_gsm8k_q8,4,unsupervised_update,7,0.0
pb_gsm8k_q8,4,unsupervised_update,8,0.0
pb_gsm8k_q8,4,unsupervised_update,9,0.0
pb_gsm8k_q8,4,unsupervised_update,10,0.0
pb_gsm8k_q8,4,unsupervised_update,11,0.0
pb_gsm8k_q8,4,unsupervised_update,12,0.0
pb_gsm8k_q8,4,supervised_update,0,-1.40934051016016
pb_gsm8k_q8,4,supervised_update,1,-1.2841019871790196
pb_gsm8k_q8,4,supervised_update,2,-2.499514591062501
pb_gsm8k_q8,4,supervised_update,3,-2.3231318683764406
pb_gsm8k_q8,4,supervised_update,4,-0.9166745581880654
pb_gsm8k_q8,4,supervised_update,5,-0.43286153931314025
pb_gsm8k_q8,4,supervised_update,6,-2.0053977592792425
pb_gsm8k_q8,4,supervised_update,7,-0.2809380299333298
pb_gsm8k_q8,4,supervised_update,8,-1.0458248403714638
pb_gsm8k_q8,4,supervised_update,9,-0.2283434095744021
pb_gsm8k_q8,4,supervised_update,10,0.15185379650182085
pb_gsm8k_q8,4,supervised_update,11,-0.20803007804490356
pb_gsm8k_q8,4,supervised_update,12,2.326088236467508
pb_math_q4,0,unsupervised_update,0,0.0
pb_math_q4,0,unsupervised_update,1,0.0
pb_math_q4,0,unsupervised_update,2,0.0
pb_math_q4,0,unsupervised_update,3,0.0
pb_math_q4,0,unsupervised_update,4,0.0
pb_math_q4,0,unsupervised_update,5,0.0
pb_math_q4,0,unsupervised_update,6,0.0
pb_math_q4,0,unsupervised_update,7,0.0
pb_math_q4,0,unsupervised_update,8,0.0
pb_math_q4,0,unsupervised_update,9,0.0
pb_math_q4,0,unsupervised_update,10,0.0
pb_math_q4,0,unsupervised_update,11,0.0
pb_math_q4,0,unsupervised_update,12,0.0
pb_math_q4,0,supervised_update,0,-2.1056450988200894
pb_math_q4,0,supervised_update,1,-1.7703343845768176
pb_math_q4,0,supervised_update,2,-3.206620819998015
pb_math_q4,0,supervised_update,3,-0.9137612338767407
pb_math_q4,0,supervised_update,4,-0.3848054342511059
pb_math_q4,0,supervised_update,5,-0.30829127215097624
pb_math_q4,0,supervised_update,6,-2.2956412190865794
pb_math_q4,0,supervised_update,7,-0.30076836381871086
pb_math_q4,0,supervised_update,8,-0.8955483824152899
pb_math_q4,0,supervised_update,9,-0.3029042841090127
pb_math_q4,0,supervised_update,10,0.6040559607959074
pb_math_q4,0,supervised_update,11,-0.3068219803565102
pb_math_q4,0,supervised_update,12,3.521053873533801
pb_math_q4,1,unsupervised_update,0,0.0
pb_math_q4,1,unsupervised_update,1,0.0
pb_math_q4,1,unsupervised_update,2,0.0
pb_math_q4,1,unsupervised_update,3,0.0
pb_math_q4,1,unsupervised_update,4,0.0
pb_math_q4,1,unsupervised_update,5,0.0
pb_math_q4,1,unsupervised_update,6,0.0
pb_math_q4,1,unsupervised_update,7,0.0
pb_math_q4,1,unsupervised_update,8,0.0
pb_math_q4,1,unsupervised_update,9,0.0
pb_math_q4,1,unsupervised_update,10,0.0
pb_math_q4,1,unsupervised_update,11,0.0
pb_math_q4,1,unsupervised_update,12,0.0
pb_math_q4,1,supervised_update,0,-1.981633486423175
pb_math_q4,1,supervised_update,1,-1.5752839724567045
pb_math_q4,1,supervised_update,2,-3.056399541970779
pb_math_q4,1,supervised_update,3,-0.9246169585698666
pb_math_q4,1,supervised_update,4,-0.3813602880044198
pb_math_q4,1,supervised_update,5,-0.3118660525918701
pb_math_q4,1,supervised_update,6,-2.262358528072841
pb_math_q4,1,supervised_update,7,-0.31914715715030934
pb_math_q4,1,supervised_update,8,-1.023954276493982
pb_math_q4,1,supervised_update,9,-0.3332101608599049
pb_math_q4,1,supervised_update,10,0.32763879298640153
pb_math_q4,1,supervised_update,11,-0.345112749942822
pb_math_q4,1,supervised_update,12,3.5371992925454983
pb_math_q4,2,unsupervised_update,0,0.0
pb_math_q4,2,unsupervised_update,1,0.0
pb_math_q4,2,unsupervised_update,2,0.0
pb_math_q4,2,unsupervised_update,3,0.0
pb_math_q4,2,unsupervised_update,4,0.0
pb_math_q4,2,unsupervised_update,5,0.0
pb_math_q4,2,unsupervised_update,6,0.0
pb_math_q4,2,unsupervised_update,7,0.0
pb_math_q4,2,unsupervised_update,8,0.0
pb_math_q4,2,unsupervised_update,9,0.0
pb_math_q4,2,unsupervised_update,10,0.0
pb_math_q4,2,unsupervised_update,11,0.0
pb_math_q4,2,unsupervised_update,12,0.0
pb_math_q4,2,supervised_update,0,-1.7546997942203086
pb_math_q4,2,supervised_update,1,-1.595323859395898
pb_math_q4,2,supervised_update,2,-3.1202198302313437
pb_math_q4,2,supervised_update,3,-1.2259922999575488
pb_math_q4,2,supervised_update,4,-0.45214904285843405
pb_math_q4,2,supervised_update,5,-0.30614606036492614
pb_math_q4,2,supervised_update,6,-2.308784171561974
pb_math_q4,2,supervised_update,7,-0.2742637715666122
pb_math_q4,2,supervised_update,8,-0.9892527489491925
pb_math_q4,2,supervised_update,9,-0.2690745634914787
pb_math_q4,2,supervised_update,10,0.48658850767225137
pb_math_q4,2,supervised_update,11,-0.2711845983943271
pb_math_q4,2,supervised_update,12,3.2943905272228764
pb_math_q4,3,unsupervised_update,0,0.0
pb_math_q4,3,unsupervised_update,1,0.0
pb_math_q4,3,unsupervised_update,2,0.0
pb_math_q4,3,unsupervised_update,3,0.0
pb_math_q4,3,unsupervised_update,4,0.0
pb_math_q4,3,unsupervised_update,5,0.0
pb_math_q4,3,unsupervised_update,6,0.0
pb_math_q4,3,unsupervised_update,7,0.0
pb_math_q4,3,unsupervised_update,8,0.0
pb_math_q4,3,unsupervised_update,9,0.0
pb_math_q4,3,unsupervised_update,10,0.0
pb_math_q4,3,unsupervised_update,11,0.0
pb_math_q4,3,unsupervised_update,12,0.0
pb_math_q4,3,supervised_update,0,-1.939193403735743
pb_math_q4,3,supervised_update,1,-1.6557008488731093
pb_math_q4,3,supervised_update,2,-3.1724467323428764
pb_math_q4,3,supervised_update,3,-0.9788991560741362
pb_math_q4,3,supervised_update,4,-0.4033764123612239
pb_math_q4,3,supervised_update,5,-0.3076831736420486
pb_math_q4,3,supervised_update,6,-2.3486884267769863
pb_math_q4,3,supervised_update,7,-0.3004016078516681
pb_math_q4,3,supervised_update,8,-0.9797924689873072
pb_math_q4,3,supervised_update,9,-0.30546819347193377
pb_math_q4,3,supervised_update,10,0.5778437698776429
pb_math_q4,3,supervised_update,11,-0.3121103784805723
pb_math_q4,3,supervised_update,12,3.4703271119321477
pb_math_q4,4,unsupervised_update,0,0.0
pb_math_q4,4,unsupervised_update,1,0.0
pb_math_q4,4,unsupervised_update,2,0.0
pb_math_q4,4,unsupervised_update,3,0.0
pb_math_q4,4,unsupervised_update,4,0.0
pb_math_q4,4,unsupervised_update,5,0.0
pb_math_q4,4,unsupervised_update,6,0.0
pb_math_q4,4,unsupervised_update,7,0.0
pb_math_q4,4,unsupervised_update,8,0.0
pb_math_q4,4,unsupervised_update,9,0.0
pb_math_q4,4,unsupervised_update,10,0.0
pb_math_q4,4,unsupervised_update,11,0.0
pb_math_q4,4,unsupervised_update,12,0.0
pb_math_q4,4,supervised_update,0,-2.013784045422323
pb_math_q4,4,supervised_update,1,-1.4351554430930982
pb_math_q4,4,supervised_update,2,-3.1622663354000076
pb_math_q4,4,supervised_update,3,-1.069938868605375
pb_math_q4,4,supervised_update,4,-0.4210474091162463
pb_math_q4,4,supervised_update,5,-0.32460635819220984
pb_math_q4,4,supervised_update,6,-2.30848786106817
pb_math_q4,4,supervised_update,7,-0.29156284101340146
pb_math_q4,4,supervised_update,8,-0.996982096934747
pb_math_q4,4,supervised_update,9,-0.27368453100065826
pb_math_q4,4,supervised_update,10,0.42713396229954675
pb_math_q4,4,supervised_update,11,-0.2642749957750951
pb_math_q4,4,supervised_update,12,3.4533753744626887
pb_math_q8,0,unsupervised_update,0,0.0
pb_math_q8,0,unsupervised_update,1,0.0
pb_math_q8,0,unsupervised_update,2,0.0
pb_math_q8,0,unsupervised_update,3,0.0
pb_math_q8,0,unsupervised_update,4,0.0
pb_math_q8,0,unsupervised_update,5,0.0
pb_math_q8,0,unsupervised_update,6,0.0
pb_math_q8,0,unsupervised_update,7,0.0
pb_math_q8,0,unsupervised_update,8,0.0
pb_math_q8,0,unsupervised_update,9,0.0
pb_math_q8,0,unsupervised_update,10,0.0
pb_math_q8,0,unsupervised_update,11,0.0
pb_math_q8,0,unsupervised_update,12,0.0
pb_math_q8,0,supervised_update,0,-2.0103511263767793
pb_math_q8,0,supervised_update,1,-1.078089492933202
pb_math_q8,0,supervised_update,2,-3.009859741839668
pb_math_q8,0,supervised_update,3,-0.9354249548367656
pb_math_q8,0,supervised_update,4,-0.32724576583074905
pb_math_q8,0,supervised_update,5,-0.312391303257872
pb_math_q8,0,supervised_update,6,-2.2841209032609844
pb_math_q8,0,supervised_update,7,-0.30334748851757826
pb_math_q8,0,supervised_update,8,-1.150952108933681
pb_math_q8,0,supervised_update,9,-0.28921132559324325
pb_math_q8,0,supervised_update,10,0.08397988905238653
pb_math_q8,0,supervised_update,11,-0.27738507251874556
pb_math_q8,0,supervised_update,12,3.1322698673956855
pb_math_q8,1,unsupervised_update,0,0.0
pb_math_q8,1,unsupervised_update,1,0.0
pb_math_q8,1,unsupervised_update,2,0.0
pb_math_q8,1,unsupervised_update,3,0.0
pb_math_q8,1,unsupervised_update,4,0.0
pb_math_q8,1,unsupervised_update,5,0.0
pb_math_q8,1,unsupervised_update,6,0.0
pb_math_q8,1,unsupervised_update,7,0.0
pb_math_q8,1,unsupervised_update,8,0.0
pb_math_q8,1,unsupervised_update,9,0.0
pb_math_q8,1,unsupervised_update,10,0.0
pb_math_q8,1,unsupervised_update,11,0.0
pb_math_q8,1,unsupervised_update,12,0.0
pb_math_q8,1,supervised_update,0,-1.9930786230497801
pb_math_q8,1,supervised_update,1,-0.9412467568600175
pb_math_q8,1,supervised_update,2,-2.875219696638807
pb_math_q8,1,supervised_update,3,-0.8034754432686714
pb_math_q8,1,supervised_update,4,-0.26941624662334723
pb_math_q8,1,supervised_update,5,-0.2948869595147618
pb_math_q8,1,supervised_update,6,-2.237946172862176
pb_math_q8,1,supervised_update,7,-0.33242884190725025
pb_math_q8,1,supervised_update,8,-1.242674207329608
pb_math_q8,1,supervised_update,9,-0.35561274239901774
pb_math_q8,1,supervised_update,10,-0.1343057153203614
pb_math_q8,1,supervised_update,11,-0.371403056988685
pb_math_q8,1,supervised_update,12,3.0478989041916646
pb_math_q8,2,unsupervised_update,0,0.0
pb_math_q8,2,unsupervised_update,1,0.0
pb_math_q8,2,unsupervised_update,2,0.0
pb_math_q8,2,unsupervised_update,3,0.0
pb_math_q8,2,unsupervised_update,4,0.0
pb_math_q8,2,unsupervised_update,5,0.0
pb_math_q8,2,unsupervised_update,6,0.0
pb_math_q8,2,unsupervised_update,7,0.0
pb_math_q8,2,unsupervised_update,8,0.0
pb_math_q8,2,unsupervised_update,9,0.0
pb_math_q8,2,unsupervised_update,10,0.0
pb_math_q8,2,unsupervised_update,11,0.0
pb_math_q8,2,unsupervised_update,12,0.0
pb_math_q8,2,supervised_update,0,-1.8756226487392986
pb_math_q8,2,supervised_update,1,-1.190885312016897
pb_math_q8,2,supervised_update,2,-2.857855735383926
pb_math_q8,2,supervised_update,3,-1.3771230785169357
pb_math_q8,2,supervised_update,4,-0.45838542886725314
pb_math_q8,2,supervised_update,5,-0.278547944684728
pb_math_q8,2,supervised_update,6,-2.1766512440746606
pb_math_q8,2,supervised_update,7,-0.2207071703963411
pb_math_q8,2,supervised_update,8,-1.1061072253491768
pb_math_q8,2,supervised_update,9,-0.1979302544061771
pb_math_q8,2,supervised_update,10,0.097606351617416
pb_math_q8,2,supervised_update,11,-0.18860081782348295
pb_math_q8,2,supervised_update,12,2.8182511781937896
pb_math_q8,3,unsupervised_update,0,0.0
pb_math_q8,3,unsupervised_update,1,0.0
pb_math_q8,3,unsupervised_update,2,0.0
pb_math_q8,3,unsupervised_update,3,0.0
pb_math_q8,3,unsupervised_update,4,0.0
pb_math_q8,3,unsupervised_update,5,0.0
pb_math_q8,3,unsupervised_update,6,0.0
pb_math_q8,3,unsupervised_update,7,0.0
pb_math_q8,3,unsupervised_update,8,0.0
pb_math_q8,3,unsupervised_update,9,0.0
pb_math_q8,3,unsupervised_update,10,0.0
pb_math_q8,3,unsupervised_update,11,0.0
pb_math_q8,3,unsupervised_update,12,0.0
pb_math_q8,3,supervised_update,0,-2.11185440929609
pb_math_q8,3,supervised_update,1,-1.073653929520763
pb_math_q8,3,supervised_update,2,-2.9305370780374664
pb_math_q8,3,supervised_update,3,-1.0649091453803692
pb_math_q8,3,supervised_update,4,-0.38070034575563977
pb_math_q8,3,supervised_update,5,-0.2908772490912132
pb_math_q8,3,supervised_update,6,-2.214188539462967
pb_math_q8,3,supervised_update,7,-0.2637763836191665
pb_math_q8,3,supervised_update,8,-1.1170466436801438
pb_math_q8,3,supervised_update,9,-0.24896550815953994
pb_math_q8,3,supervised_update,10,0.10561530388596435
pb_math_q8,3,supervised_update,11,-0.24019762417044682
pb_math_q8,3,supervised_update,12,2.947449575109422
pb_math_q8,4,unsupervised_update,0,0.0
pb_math_q8,4,unsupervised_update,1,0.0
pb_math_q8,4,unsupervised_update,2,0.0
pb_math_q8,4,unsupervised_update,3,0.0
pb_math_q8,4,unsupervised_update,4,0.0
pb_math_q8,4,unsupervised_update,5,0.0
pb_math_q8,4,unsupervised_update,6,0.0
