budget,group,is_final,label_error,method,score,trace_id,trace_length,unit_index
64,math-4,False,1,deepconf_entropy_w32,0.7630904297842562,math-4,407,1
64,math-4,False,1,deepconf_entropy_w64,0.4859045314652507,math-4,407,1
64,math-4,False,1,iu28_no_length,0.7223389233802071,math-4,407,1
64,math-4,False,1,global_gl_liu_no_length,0.5066962138686579,math-4,407,1
64,math-4,False,1,global_gl_liu_elapsed_length,0.4069345629881535,math-4,407,1
64,math-4,False,1,local_temporal_gl_liu_max,0.11292843721553686,math-4,407,1
64,math-4,False,1,local_dufs_gl_liu_top5,0.20316239944502673,math-4,407,1
64,math-4,False,1,cusum_max,9.367915170593939,math-4,407,1
64,math-4,False,1,sw_var_peak,0.3935420571006343,math-4,407,1
64,math-4,False,1,fused_gl_liu,0.2356231159682579,math-4,407,1
64,math-4,False,1,cusum_swvar_equal,-0.6218942764373729,math-4,407,1
128,math-4,False,1,mean_entropy,0.41848057864111016,math-4,407,1
128,math-4,False,1,max_entropy,1.8885753154754639,math-4,407,1
128,math-4,False,1,deepconf_entropy_w32,0.7767520904166076,math-4,407,1
128,math-4,False,1,deepconf_entropy_w64,0.5911250056722359,math-4,407,1
128,math-4,False,1,iu28_no_length,0.7205544056180605,math-4,407,1
128,math-4,False,1,global_gl_liu_no_length,0.25580585135722417,math-4,407,1
128,math-4,False,1,global_gl_liu_elapsed_length,0.18379790754354566,math-4,407,1
128,math-4,False,1,local_temporal_gl_liu_max,0.19824487107858216,math-4,407,1
128,math-4,False,1,local_dufs_gl_liu_top5,0.2449711816003474,math-4,407,1
128,math-4,False,1,cusum_max,7.443032349859376,math-4,407,1
128,math-4,False,1,sw_var_peak,0.3935420571006343,math-4,407,1
128,math-4,False,1,fused_gl_liu,0.03666621078511906,math-4,407,1
128,math-4,False,1,cusum_swvar_equal,-0.6975139178942935,math-4,407,1
256,math-4,False,1,mean_entropy,0.2832569805555712,math-4,407,1
256,math-4,False,1,max_entropy,1.8885753154754639,math-4,407,1
256,math-4,False,1,deepconf_entropy_w32,0.7767520904166076,math-4,407,1
256,math-4,False,1,deepconf_entropy_w64,0.5911250056722359,math-4,407,1
256,math-4,False,1,iu28_no_length,0.7194984688895056,math-4,407,1
256,math-4,False,1,global_gl_liu_no_length,0.0867077507779059,math-4,407,1
256,math-4,False,1,global_gl_liu_elapsed_length,0.04655921590476517,math-4,407,1
256,math-4,False,1,local_temporal_gl_liu_max,0.40903115890403763,math-4,407,1
256,math-4,False,1,local_dufs_gl_liu_top5,0.34745294003595856,math-4,407,1
256,math-4,False,1,cusum_max,19.85591646364467,math-4,407,1
256,math-4,False,1,sw_var_peak,0.3935420571006343,math-4,407,1
256,math-4,False,1,fused_gl_liu,0.045142885080264,math-4,407,1
256,math-4,False,1,cusum_swvar_equal,-0.2098697683285847,math-4,407,1
407,math-4,True,1,mean_entropy,0.2500420816446814,math-4,407,1
407,math-4,True,1,max_entropy,1.96305513381958,math-4,407,1
407,math-4,True,1,deepconf_entropy_w32,0.7767520904166076,math-4,407,1
407,math-4,True,1,deepconf_entropy_w64,0.5911250056722359,math-4,407,1
407,math-4,True,1,iu28_no_length,0.8350958677331117,math-4,407,1
407,math-4,True,1,global_gl_liu_no_length,0.041080587815912374,math-4,407,1
407,math-4,True,1,global_gl_liu_elapsed_length,0.024428485370617467,math-4,407,1
407,math-4,True,1,local_temporal_gl_liu_max,0.4219365214323774,math-4,407,1
407,math-4,True,1,local_dufs_gl_liu_top5,0.33181629328760404,math-4,407,1
407,math-4,True,1,cusum_max,25.56887907631756,math-4,407,1
407,math-4,True,1,sw_var_peak,0.4575496180758564,math-4,407,1
407,math-4,True,1,fused_gl_liu,-0.03563242486766916,math-4,407,1
407,math-4,True,1,cusum_swvar_equal,0.23210145840575408,math-4,407,1
16,math-14,False,1,mean_entropy,0.20249640578127526,math-14,145,2
16,math-14,False,1,max_entropy,1.1258721351623535,math-14,145,2
16,math-14,False,1,deepconf_entropy_w32,0.20249640578127526,math-14,145,2
16,math-14,False,1,deepconf_entropy_w64,0.20249640578127526,math-14,145,2
16,math-14,False,1,iu28_no_length,0.2444418736426987,math-14,145,2
16,math-14,False,1,global_gl_liu_no_length,-1.1892282708571993,math-14,145,2
16,math-14,False,1,global_gl_liu_elapsed_length,-1.2439653108696427,math-14,145,2
16,math-14,False,1,local_temporal_gl_liu_max,-0.36219819254712177,math-14,145,2
16,math-14,False,1,local_dufs_gl_liu_top5,-0.20711742141803607,math-14,145,2
16,math-14,False,1,cusum_max,1.2219592402696122,math-14,145,2
16,math-14,False,1,sw_var_peak,0.12863147904858596,math-14,145,2
16,math-14,False,1,fused_gl_liu,-2.438766155692684,math-14,145,2
16,math-14,False,1,cusum_swvar_equal,-1.842234023380779,math-14,145,2
32,math-14,False,1,mean_entropy,0.25801372865890215,math-14,145,2
32,math-14,False,1,max_entropy,1.4832881689071655,math-14,145,2
32,math-14,False,1,deepconf_entropy_w32,0.25801372865890215,math-14,145,2
32,math-14,False,1,deepconf_entropy_w64,0.25801372865890215,math-14,145,2
32,math-14,False,1,iu28_no_length,0.5761724201644246,math-14,145,2
32,math-14,False,1,global_gl_liu_no_length,-0.7041695233706713,math-14,145,2
32,math-14,False,1,global_gl_liu_elapsed_length,-0.7663294235014966,math-14,145,2
32,math-14,False,1,local_temporal_gl_liu_max,-0.09354573159882802,math-14,145,2
32,math-14,False,1,local_dufs_gl_liu_top5,0.01445688465533716,math-14,145,2
32,math-14,False,1,cusum_max,1.5880395234490052,math-14,145,2
32,math-14,False,1,sw_var_peak,0.26407650088758766,math-14,145,2
32,math-14,False,1,fused_gl_liu,-1.4738597120141195,math-14,145,2
32,math-14,False,1,cusum_swvar_equal,-1.367529933918206,math-14,145,2
64,math-14,False,1,mean_entropy,0.23997811159267357,math-14,145,2
64,math-14,False,1,max_entropy,1.4832881689071655,math-14,145,2
64,math-14,False,1,deepconf_entropy_w32,0.29771499926442857,math-14,145,2
64,math-14,False,1,deepconf_entropy_w64,0.23997811159267357,math-14,145,2
64,math-14,False,1,iu28_no_length,0.5780330619467164,math-14,145,2
64,math-14,False,1,global_gl_liu_no_length,-0.6186851508692516,math-14,145,2
64,math-14,False,1,global_gl_liu_elapsed_length,-0.667458056111838,math-14,145,2
64,math-14,False,1,local_temporal_gl_liu_max,-0.011949470297901969,math-14,145,2
64,math-14,False,1,local_dufs_gl_liu_top5,0.06237227803063673,math-14,145,2
64,math-14,False,1,cusum_max,1.945015428736017,math-14,145,2
64,math-14,False,1,sw_var_peak,0.26407650088758766,math-14,145,2
64,math-14,False,1,fused_gl_liu,-1.2867968841678727,math-14,145,2
64,math-14,False,1,cusum_swvar_equal,-1.3535060205268121,math-14,145,2
128,math-14,False,1,mean_entropy,0.2520177679863713,math-14,145,2
128,math-14,False,1,max_entropy,1.4832881689071655,math-14,145,2
128,math-14,False,1,deepconf_entropy_w32,0.3831328132228009,math-14,145,2
128,math-14,False,1,deepconf_entropy_w64,0.28475954795332825,math-14,145,2
128,math-14,False,1,iu28_no_length,0.5789283856639557,math-14,145,2
128,math-14,False,1,global_gl_liu_no_length,-0.40171761202925327,math-14,145,2
128,math-14,False,1,global_gl_liu_elapsed_length,-0.4469902770029637,math-14,145,2
128,math-14,False,1,local_temporal_gl_liu_max,-0.009195052829264909,math-14,145,2
128,math-14,False,1,local_dufs_gl_liu_top5,0.03405382158384172,math-14,145,2
128,math-14,False,1,cusum_max,2.520226116733091,math-14,145,2
128,math-14,False,1,sw_var_peak,0.26407650088758766,math-14,145,2
128,math-14,False,1,fused_gl_liu,-1.0997025993012255,math-14,145,2
128,math-14,False,1,cusum_swvar_equal,-1.3309086834214148,math-14,145,2
145,math-14,True,1,mean_entropy,0.2502855933249031,math-14,145,2
145,math-14,True,1,max_entropy,1.4832881689071655,math-14,145,2
145,math-14,True,1,deepconf_entropy_w32,0.3831328132228009,math-14,145,2
145,math-14,True,1,deepconf_entropy_w64,0.28475954795332825,math-14,145,2
145,math-14,True,1,iu28_no_length,0.5787233524383679,math-14,145,2
145,math-14,True,1,global_gl_liu_no_length,-0.45158541927266205,math-14,145,2
145,math-14,True,1,global_gl_liu_elapsed_length,-0.4911345275467686,math-14,145,2
145,math-14,True,1,local_temporal_gl_liu_max,-0.009100688178465271,math-14,145,2
145,math-14,True,1,local_dufs_gl_liu_top5,0.021573636412593144,math-14,145,2
145,math-14,True,1,cusum_max,2.5912456064835503,math-14,145,2
145,math-14,True,1,sw_var_peak,0.26407650088758766,math-14,145,2
145,math-14,True,1,fused_gl_liu,-1.179140107108319,math-14,145,2
145,math-14,True,1,cusum_swvar_equal,-1.3281186598971082,math-14,145,2
16,math-16,False,1,mean_entropy,0.04947928386851978,math-16,836,3
16,math-16,False,1,max_entropy,0.4279395341873169,math-16,836,3
16,math-16,False,1,deepconf_entropy_w32,0.04947928386851978,math-16,836,3
16,math-16,False,1,deepconf_entropy_w64,0.04947928386851978,math-16,836,3
16,math-16,False,1,iu28_no_length,-0.08051521558694995,math-16,836,3
16,math-16,False,1,global_gl_liu_no_length,-1.6637716171790347,math-16,836,3
16,math-16,False,1,global_gl_liu_elapsed_length,-1.6958672213181925,math-16,836,3
16,math-16,False,1,local_temporal_gl_liu_max,-0.573254573477224,math-16,836,3
16,math-16,False,1,local_dufs_gl_liu_top5,-0.43354506866612896,math-16,836,3
16,math-16,False,1,cusum_max,0.3956320539662231,math-16,836,3
16,math-16,False,1,sw_var_peak,0.012460355728697489,math-16,836,3
16,math-16,False,1,fused_gl_liu,-3.4012841002805683,math-16,836,3
16,math-16,False,1,cusum_swvar_equal,-2.269514923402941,math-16,836,3
32,math-16,False,1,mean_entropy,0.08584572338006884,math-16,836,3
32,math-16,False,1,max_entropy,0.6718930006027222,math-16,836,3
32,math-16,False,1,deepconf_entropy_w32,0.08584572338006885,math-16,836,3
32,math-16,False,1,deepconf_entropy_w64,0.08584572338006884,math-16,836,3
32,math-16,False,1,iu28_no_length,0.1323643115328082,math-16,836,3
32,math-16,False,1,global_gl_liu_no_length,-1.9710102197732335,math-16,836,3
32,math-16,False,1,global_gl_liu_elapsed_length,-1.9646130496025944,math-16,836,3
32,math-16,False,1,local_temporal_gl_liu_max,-0.28399593638572684,math-16,836,3
32,math-16,False,1,local_dufs_gl_liu_top5,-0.24611130992185246,math-16,836,3
32,math-16,False,1,cusum_max,0.5818630321847849,math-16,836,3
32,math-16,False,1,sw_var_peak,0.047725776557129757,math-16,836,3
32,math-16,False,1,fused_gl_liu,-3.3835185335943896,math-16,836,3
32,math-16,False,1,cusum_swvar_equal,-2.1423459659006814,math-16,836,3
64,math-16,False,1,mean_entropy,0.32528761186131816,math-16,836,3
64,math-16,False,1,max_entropy,1.774336576461792,math-16,836,3
64,math-16,False,1,deepconf_entropy_w32,0.5647295003425674,math-16,836,3
64,math-16,False,1,deepconf_entropy_w64,0.32528761186131816,math-16,836,3
64,math-16,False,1,iu28_no_length,0.7714412924357088,math-16,836,3
64,math-16,False,1,global_gl_liu_no_length,-0.003630686225476576,math-16,836,3
64,math-16,False,1,global_gl_liu_elapsed_length,-0.07449172193460031,math-16,836,3
64,math-16,False,1,local_temporal_gl_liu_max,0.12643978643794526,math-16,836,3
64,math-16,False,1,local_dufs_gl_liu_top5,0.23492239778579604,math-16,836,3
64,math-16,False,1,cusum_max,7.662140431399982,math-16,836,3
64,math-16,False,1,sw_var_peak,0.47483326233497825,math-16,836,3
64,math-16,False,1,fused_gl_liu,-0.27130443162438567,math-16,836,3
64,math-16,False,1,cusum_swvar_equal,-0.41263046255447583,math-16,836,3
128,math-16,False,1,mean_entropy,0.27956647396420026,math-16,836,3
128,math-16,False,1,max_entropy,2.0839409828186035,math-16,836,3
128,math-16,False,1,deepconf_entropy_w32,0.5647295003425674,math-16,836,3
128,math-16,False,1,deepconf_entropy_w64,0.3900867207751262,math-16,836,3
128,math-16,False,1,iu28_no_length,0.880825507843903,math-16,836,3
128,math-16,False,1,global_gl_liu_no_length,-0.08883488793494396,math-16,836,3
128,math-16,False,1,global_gl_liu_elapsed_length,-0.14311151883363757,math-16,836,3
128,math-16,False,1,local_temporal_gl_liu_max,0.2100908254545621,math-16,836,3
128,math-16,False,1,local_dufs_gl_liu_top5,0.25107264606434326,math-16,836,3
128,math-16,False,1,cusum_max,6.199064018692206,math-16,836,3
128,math-16,False,1,sw_var_peak,0.47483326233497825,math-16,836,3
128,math-16,False,1,fused_gl_liu,-0.3351267808988917,math-16,836,3
128,math-16,False,1,cusum_swvar_equal,-0.4701078905627007,math-16,836,3
256,math-16,False,1,mean_entropy,0.22726366146675925,math-16,836,3
256,math-16,False,1,max_entropy,2.0839409828186035,math-16,836,3
256,math-16,False,1,deepconf_entropy_w32,0.5647295003425674,math-16,836,3
256,math-16,False,1,deepconf_entropy_w64,0.3900867207751262,math-16,836,3
256,math-16,False,1,iu28_no_length,1.0184035359242,math-16,836,3
256,math-16,False,1,global_gl_liu_no_length,-0.03659611786606558,math-16,836,3
256,math-16,False,1,global_gl_liu_elapsed_length,-0.06869220666549519,math-16,836,3
256,math-16,False,1,local_temporal_gl_liu_max,0.335286469859544,math-16,836,3
256,math-16,False,1,local_dufs_gl_liu_top5,0.33804463092035963,math-16,836,3
256,math-16,False,1,cusum_max,7.1873618917652475,math-16,836,3
256,math-16,False,1,sw_var_peak,0.47483326233497825,math-16,836,3
256,math-16,False,1,fused_gl_liu,-0.11011661574657478,math-16,836,3
256,math-16,False,1,cusum_swvar_equal,-0.43128229037063254,math-16,836,3
512,math-16,False,1,mean_entropy,0.22351109697927624,math-16,836,3
512,math-16,False,1,max_entropy,2.4232027530670166,math-16,836,3
512,math-16,False,1,deepconf_entropy_w32,0.5647295003425674,math-16,836,3
512,math-16,False,1,deepconf_entropy_w64,0.3900867207751262,math-16,836,3
512,math-16,False,1,iu28_no_length,1.2372248623326874,math-16,836,3
512,math-16,False,1,global_gl_liu_no_length,0.10213248489573189,math-16,836,3
512,math-16,False,1,global_gl_liu_elapsed_length,0.0983799366813469,math-16,836,3
512,math-16,False,1,local_temporal_gl_liu_max,0.48522398097957914,math-16,836,3
512,math-16,False,1,local_dufs_gl_liu_top5,0.34631633862276723,math-16,836,3
512,math-16,False,1,cusum_max,10.251125877664698,math-16,836,3
512,math-16,False,1,sw_var_peak,0.5272071994071429,math-16,836,3
512,math-16,False,1,fused_gl_liu,0.06012592014464663,math-16,836,3
512,math-16,False,1,cusum_swvar_equal,-0.1329236379273354,math-16,836,3
836,math-16,True,1,mean_entropy,0.24015650502327995,math-16,836,3
836,math-16,True,1,max_entropy,2.4232027530670166,math-16,836,3
836,math-16,True,1,deepconf_entropy_w32,0.5793561322340679,math-16,836,3
836,math-16,True,1,deepconf_entropy_w64,0.4653513960085238,math-16,836,3
836,math-16,True,1,iu28_no_length,1.2494317953064813,math-16,836,3
836,math-16,True,1,global_gl_liu_no_length,0.20672965428547868,math-16,836,3
836,math-16,True,1,global_gl_liu_elapsed_length,0.24084088608885984,math-16,836,3
836,math-16,True,1,local_temporal_gl_liu_max,0.5185810057185647,math-16,836,3
836,math-16,True,1,local_dufs_gl_liu_top5,0.39546021310076496,math-16,836,3
836,math-16,True,1,cusum_max,22.329414686991516,math-16,836,3
836,math-16,True,1,sw_var_peak,0.5272071994071429,math-16,836,3
836,math-16,True,1,fused_gl_liu,0.2708137947413126,math-16,836,3
836,math-16,True,1,cusum_swvar_equal,0.34157582735745506,math-16,836,3
16,math-31,False,1,mean_entropy,0.09265800657281353,math-31,566,7
16,math-31,False,1,max_entropy,0.6854124069213867,math-31,566,7
16,math-31,False,1,deepconf_entropy_w32,0.09265800657281353,math-31,566,7
16,math-31,False,1,deepconf_entropy_w64,0.09265800657281353,math-31,566,7
16,math-31,False,1,iu28_no_length,-0.096608591590326,math-31,566,7
16,math-31,False,1,global_gl_liu_no_length,-3.1230879371132874,math-31,566,7
16,math-31,False,1,global_gl_liu_elapsed_length,-3.0975242940773926,math-31,566,7
16,math-31,False,1,local_temporal_gl_liu_max,-0.521659994065946,math-31,566,7
16,math-31,False,1,local_dufs_gl_liu_top5,-0.3692762131120161,math-31,566,7
16,math-31,False,1,cusum_max,0.39163565847277404,math-31,566,7
16,math-31,False,1,sw_var_peak,0.03673371763774359,math-31,566,7
16,math-31,False,1,fused_gl_liu,-4.901825864175192,math-31,566,7
16,math-31,False,1,cusum_swvar_equal,-2.187176644401373,math-31,566,7
32,math-31,False,1,mean_entropy,0.3913495947168988,math-31,566,7
32,math-31,False,1,max_entropy,1.903761863708496,math-31,566,7
32,math-31,False,1,deepconf_entropy_w32,0.3913495947168988,math-31,566,7
32,math-31,False,1,deepconf_entropy_w64,0.3913495947168988,math-31,566,7
32,math-31,False,1,iu28_no_length,0.817506354510795,math-31,566,7
32,math-31,False,1,global_gl_liu_no_length,0.09381597464232147,math-31,566,7
32,math-31,False,1,global_gl_liu_elapsed_length,-0.005056781219196171,math-31,566,7
32,math-31,False,1,local_temporal_gl_liu_max,0.028014618560671594,math-31,566,7
32,math-31,False,1,local_dufs_gl_liu_top5,0.1586978171371705,math-31,566,7
32,math-31,False,1,cusum_max,5.82452334976868,math-31,566,7
32,math-31,False,1,sw_var_peak,0.38117382762087576,math-31,566,7
32,math-31,False,1,fused_gl_liu,-0.3091294543852698,math-31,566,7
32,math-31,False,1,cusum_swvar_equal,-0.8031321436972569,math-31,566,7
64,math-31,False,1,mean_entropy,0.40625924081005094,math-31,566,7
64,math-31,False,1,max_entropy,2.0516092777252197,math-31,566,7
64,math-31,False,1,deepconf_entropy_w32,0.5713950652604041,math-31,566,7
64,math-31,False,1,deepconf_entropy_w64,0.40625924081005094,math-31,566,7
64,math-31,False,1,iu28_no_length,1.036715345181129,math-31,566,7
64,math-31,False,1,global_gl_liu_no_length,0.15878576063376437,math-31,566,7
64,math-31,False,1,global_gl_liu_elapsed_length,0.07029979080303005,math-31,566,7
64,math-31,False,1,local_temporal_gl_liu_max,0.10016989863621965,math-31,566,7
64,math-31,False,1,local_dufs_gl_liu_top5,0.22948486126957418,math-31,566,7
64,math-31,False,1,cusum_max,6.107806625538572,math-31,566,7
64,math-31,False,1,sw_var_peak,0.4972986086470458,math-31,566,7
64,math-31,False,1,fused_gl_liu,-0.10100835157073523,math-31,566,7
64,math-31,False,1,cusum_swvar_equal,-0.3973423971661887,math-31,566,7
128,math-31,False,1,mean_entropy,0.2574813436479086,math-31,566,7
128,math-31,False,1,max_entropy,2.0516092777252197,math-31,566,7
128,math-31,False,1,deepconf_entropy_w32,0.5713950652604041,math-31,566,7
128,math-31,False,1,deepconf_entropy_w64,0.440562346505871,math-31,566,7
128,math-31,False,1,iu28_no_length,1.0458586608354357,math-31,566,7
128,math-31,False,1,global_gl_liu_no_length,0.04803320776587652,math-31,566,7
128,math-31,False,1,global_gl_liu_elapsed_length,-0.014567840222898101,math-31,566,7
128,math-31,False,1,local_temporal_gl_liu_max,0.5077451125994886,math-31,566,7
128,math-31,False,1,local_dufs_gl_liu_top5,0.43273162670558685,math-31,566,7
128,math-31,False,1,cusum_max,9.719723599342766,math-31,566,7
128,math-31,False,1,sw_var_peak,0.51439574963194,math-31,566,7
128,math-31,False,1,fused_gl_liu,0.16573978757551758,math-31,566,7
128,math-31,False,1,cusum_swvar_equal,-0.19734085150755698,math-31,566,7
256,math-31,False,1,mean_entropy,0.33495336594319713,math-31,566,7
256,math-31,False,1,max_entropy,2.0516092777252197,math-31,566,7
256,math-31,False,1,deepconf_entropy_w32,0.6499226418163744,math-31,566,7
256,math-31,False,1,deepconf_entropy_w64,0.6261309420136741,math-31,566,7
256,math-31,False,1,iu28_no_length,1.0511208623135748,math-31,566,7
256,math-31,False,1,global_gl_liu_no_length,0.429713282760187,math-31,566,7
256,math-31,False,1,global_gl_liu_elapsed_length,0.37284738503713766,math-31,566,7
256,math-31,False,1,local_temporal_gl_liu_max,0.4463706121953888,math-31,566,7
256,math-31,False,1,local_dufs_gl_liu_top5,0.357038915200997,math-31,566,7
256,math-31,False,1,cusum_max,20.12081418969557,math-31,566,7
256,math-31,False,1,sw_var_peak,0.51439574963194,math-31,566,7
256,math-31,False,1,fused_gl_liu,0.44521724534615653,math-31,566,7
256,math-31,False,1,cusum_swvar_equal,0.21126934165904768,math-31,566,7
512,math-31,False,1,mean_entropy,0.3513031497602048,math-31,566,7
512,math-31,False,1,max_entropy,2.3916168212890625,math-31,566,7
512,math-31,False,1,deepconf_entropy_w32,0.8221724582142542,math-31,566,7
512,math-31,False,1,deepconf_entropy_w64,0.6719532858027152,math-31,566,7
512,math-31,False,1,iu28_no_length,1.507524348569551,math-31,566,7
512,math-31,False,1,global_gl_liu_no_length,0.5959371126425579,math-31,566,7
512,math-31,False,1,global_gl_liu_elapsed_length,0.5671685957321206,math-31,566,7
512,math-31,False,1,local_temporal_gl_liu_max,0.476339032768463,math-31,566,7
512,math-31,False,1,local_dufs_gl_liu_top5,0.3980940608526063,math-31,566,7
512,math-31,False,1,cusum_max,23.194573547293132,math-31,566,7
512,math-31,False,1,sw_var_peak,0.6892066443968123,math-31,566,7
512,math-31,False,1,fused_gl_liu,0.7089598491938758,math-31,566,7
512,math-31,False,1,cusum_swvar_equal,0.9261340569642563,math-31,566,7
566,math-31,True,1,mean_entropy,0.353926223240317,math-31,566,7
566,math-31,True,1,max_entropy,2.3916168212890625,math-31,566,7
566,math-31,True,1,deepconf_entropy_w32,0.8221724582142542,math-31,566,7
566,math-31,True,1,deepconf_entropy_w64,0.6719532858027152,math-31,566,7
566,math-31,True,1,iu28_no_length,1.5097980186388056,math-31,566,7
566,math-31,True,1,global_gl_liu_no_length,0.6051024737847264,math-31,566,7
566,math-31,True,1,global_gl_liu_elapsed_length,0.5824550096544737,math-31,566,7
566,math-31,True,1,local_temporal_gl_liu_max,0.46586649327990604,math-31,566,7
566,math-31,True,1,local_dufs_gl_liu_top5,0.38910772681753253,math-31,566,7
566,math-31,True,1,cusum_max,23.687711361554197,math-31,566,7
566,math-31,True,1,sw_var_peak,0.6892066443968123,math-31,566,7
566,math-31,True,1,fused_gl_liu,0.7019157269581192,math-31,566,7
566,math-31,True,1,cusum_swvar_equal,0.9455071347961008,math-31,566,7
16,math-41,False,1,mean_entropy,0.03514708026880342,math-41,380,9
16,math-41,False,1,max_entropy,0.42201563715934753,math-41,380,9
16,math-41,False,1,deepconf_entropy_w32,0.03514708026880342,math-41,380,9
16,math-41,False,1,deepconf_entropy_w64,0.03514708026880342,math-41,380,9
16,math-41,False,1,iu28_no_length,-0.08579253146821024,math-41,380,9
16,math-41,False,1,global_gl_liu_no_length,-2.4754590420022113,math-41,380,9
16,math-41,False,1,global_gl_liu_elapsed_length,-2.4709924571553676,math-41,380,9
16,math-41,False,1,local_temporal_gl_liu_max,-0.5771374647666139,math-41,380,9
16,math-41,False,1,local_dufs_gl_liu_top5,-0.46508973979673746,math-41,380,9
16,math-41,False,1,cusum_max,0.31660989096710423,math-41,380,9
16,math-41,False,1,sw_var_peak,0.010185462314142364,math-41,380,9
16,math-41,False,1,fused_gl_liu,-4.3650204153575,math-41,380,9
16,math-41,False,1,cusum_swvar_equal,-2.280350771433639,math-41,380,9
32,math-41,False,1,mean_entropy,0.38883461668545927,math-41,380,9
32,math-41,False,1,max_entropy,1.7952933311462402,math-41,380,9
32,math-41,False,1,deepconf_entropy_w32,0.38883461668545927,math-41,380,9
32,math-41,False,1,deepconf_entropy_w64,0.38883461668545927,math-41,380,9
32,math-41,False,1,iu28_no_length,0.7607380707465375,math-41,380,9
32,math-41,False,1,global_gl_liu_no_length,0.13814312238648913,math-41,380,9
32,math-41,False,1,global_gl_liu_elapsed_length,0.04438596451925092,math-41,380,9
32,math-41,False,1,local_temporal_gl_liu_max,0.04059483538483261,math-41,380,9
32,math-41,False,1,local_dufs_gl_liu_top5,0.14380118063879188,math-41,380,9
32,math-41,False,1,cusum_max,6.653811417430598,math-41,380,9
32,math-41,False,1,sw_var_peak,0.3563634508200684,math-41,380,9
32,math-41,False,1,fused_gl_liu,-0.28838779803115105,math-41,380,9
32,math-41,False,1,cusum_swvar_equal,-0.8548736686700712,math-41,380,9
64,math-41,False,1,mean_entropy,0.32786830801134226,math-41,380,9
64,math-41,False,1,max_entropy,1.7952933311462402,math-41,380,9
64,math-41,False,1,deepconf_entropy_w32,0.519684726848836,math-41,380,9
64,math-41,False,1,deepconf_entropy_w64,0.32786830801134226,math-41,380,9
64,math-41,False,1,iu28_no_length,0.7549561086258738,math-41,380,9
64,math-41,False,1,global_gl_liu_no_length,0.09249510378210526,math-41,380,9
64,math-41,False,1,global_gl_liu_elapsed_length,0.015748796986650715,math-41,380,9
64,math-41,False,1,local_temporal_gl_liu_max,0.0964167716566726,math-41,380,9
64,math-41,False,1,local_dufs_gl_liu_top5,0.16933278724603046,math-41,380,9
64,math-41,False,1,cusum_max,5.383587249180892,math-41,380,9
64,math-41,False,1,sw_var_peak,0.3744444176947169,math-41,380,9
64,math-41,False,1,fused_gl_liu,-0.2901929507307337,math-41,380,9
64,math-41,False,1,cusum_swvar_equal,-0.8433249860927121,math-41,380,9
128,math-41,False,1,mean_entropy,0.32752431834716744,math-41,380,9
128,math-41,False,1,max_entropy,1.7952933311462402,math-41,380,9
128,math-41,False,1,deepconf_entropy_w32,0.519684726848836,math-41,380,9
128,math-41,False,1,deepconf_entropy_w64,0.424941705328973,math-41,380,9
128,math-41,False,1,iu28_no_length,0.7563417756252493,math-41,380,9
128,math-41,False,1,global_gl_liu_no_length,0.06399263050159193,math-41,380,9
128,math-41,False,1,global_gl_liu_elapsed_length,0.00022321415238668596,math-41,380,9
