cell,subset,K,residual,chosen
losnet_hotpotqa_mistral7b,FULL,4,98.344766,False
losnet_hotpotqa_mistral7b,FULL,5,98.229685,False
losnet_hotpotqa_mistral7b,FULL,6,98.108798,False
losnet_hotpotqa_mistral7b,FULL,7,96.705665,False
losnet_hotpotqa_mistral7b,FULL,8,96.29114,True
sciq_llama8b,GOOD_6,2,5.118158,True
sciq_llama8b,GOOD_6,3,5.152586,False
sciq_llama8b,GOOD_6,4,5.668942,False
sciq_llama8b,GOOD_6,5,6.444477,False
sciq_llama8b,dufs_pf,2,136.019714,False
sciq_llama8b,dufs_pf,3,130.511134,False
sciq_llama8b,dufs_pf,4,128.812079,False
sciq_llama8b,dufs_pf,5,128.784523,False
sciq_llama8b,dufs_pf,6,128.432889,True
sciq_llama8b,dufs_pf,7,129.339632,False
sciq_llama8b,dufs_pf,8,130.458176,False
sciq_llama8b,FULL,2,178.025103,False
sciq_llama8b,FULL,3,172.117735,False
sciq_llama8b,FULL,4,168.694762,False
sciq_llama8b,FULL,5,167.290362,False
sciq_llama8b,FULL,6,167.5583,False
sciq_llama8b,FULL,7,166.705248,True
sciq_llama8b,FULL,8,167.223675,False
se_nq_open_llama8b,GOOD_6,2,3.134014,True
se_nq_open_llama8b,GOOD_6,3,3.280064,False
se_nq_open_llama8b,GOOD_6,4,3.584373,False
se_nq_open_llama8b,GOOD_6,5,4.011858,False
se_nq_open_llama8b,dufs_pf,2,68.77404,False
se_nq_open_llama8b,dufs_pf,3,68.18181,False
se_nq_open_llama8b,dufs_pf,4,67.142924,False
se_nq_open_llama8b,dufs_pf,5,66.302104,True
se_nq_open_llama8b,dufs_pf,6,66.768789,False
se_nq_open_llama8b,dufs_pf,7,67.797083,False
se_nq_open_llama8b,dufs_pf,8,68.943341,False
se_nq_open_llama8b,FULL,2,95.388325,False
se_nq_open_llama8b,FULL,3,95.30357,False
se_nq_open_llama8b,FULL,4,90.671674,False
se_nq_open_llama8b,FULL,5,89.370658,False
se_nq_open_llama8b,FULL,6,87.439805,False
se_nq_open_llama8b,FULL,7,88.219516,False
se_nq_open_llama8b,FULL,8,87.207446,True
se_squad_v2_llama8b,GOOD_6,2,3.174469,True
se_squad_v2_llama8b,GOOD_6,3,3.472996,False
se_squad_v2_llama8b,GOOD_6,4,3.882976,False
se_squad_v2_llama8b,GOOD_6,5,4.207846,False
se_squad_v2_llama8b,dufs_pf,2,44.406638,False
se_squad_v2_llama8b,dufs_pf,3,40.518533,False
se_squad_v2_llama8b,dufs_pf,4,38.945852,False
se_squad_v2_llama8b,dufs_pf,5,38.686751,False
se_squad_v2_llama8b,dufs_pf,6,38.47011,True
se_squad_v2_llama8b,dufs_pf,7,39.253334,False
se_squad_v2_llama8b,dufs_pf,8,40.294668,False
se_squad_v2_llama8b,FULL,2,97.365251,False
se_squad_v2_llama8b,FULL,3,90.737933,False
se_squad_v2_llama8b,FULL,4,87.684456,False
se_squad_v2_llama8b,FULL,5,84.099646,False
se_squad_v2_llama8b,FULL,6,82.741347,True
se_squad_v2_llama8b,FULL,7,82.754502,False
se_squad_v2_llama8b,FULL,8,82.899324,False
seiclr_triviaqa_opt30b,GOOD_6,2,0.840261,True
seiclr_triviaqa_opt30b,GOOD_6,3,0.887998,False
seiclr_triviaqa_opt30b,GOOD_6,4,1.034144,False
seiclr_triviaqa_opt30b,GOOD_6,5,1.127124,False
seiclr_triviaqa_opt30b,dufs_pf,2,42.438361,False
seiclr_triviaqa_opt30b,dufs_pf,3,39.365413,True
seiclr_triviaqa_opt30b,dufs_pf,4,39.644886,False
seiclr_triviaqa_opt30b,dufs_pf,5,40.084061,False
seiclr_triviaqa_opt30b,dufs_pf,6,40.803271,False
seiclr_triviaqa_opt30b,dufs_pf,7,41.822326,False
seiclr_triviaqa_opt30b,dufs_pf,8,42.678196,False
seiclr_triviaqa_opt30b,FULL,2,86.4193,False
seiclr_triviaqa_opt30b,FULL,3,82.077984,False
seiclr_triviaqa_opt30b,FULL,4,81.235878,False
seiclr_triviaqa_opt30b,FULL,5,79.907971,False
seiclr_triviaqa_opt30b,FULL,6,79.183831,False
seiclr_triviaqa_opt30b,FULL,7,77.742732,True
seiclr_triviaqa_opt30b,FULL,8,79.539981,False
semenergy_triviaqa_qwen3_8b,GOOD_6,2,3.451277,False
semenergy_triviaqa_qwen3_8b,GOOD_6,3,2.81019,True
semenergy_triviaqa_qwen3_8b,GOOD_6,4,3.190364,False
semenergy_triviaqa_qwen3_8b,GOOD_6,5,3.761625,False
semenergy_triviaqa_qwen3_8b,dufs_pf,2,55.640187,False
semenergy_triviaqa_qwen3_8b,dufs_pf,3,56.04404,False
semenergy_triviaqa_qwen3_8b,dufs_pf,4,53.781853,False
semenergy_triviaqa_qwen3_8b,dufs_pf,5,52.637879,True
semenergy_triviaqa_qwen3_8b,dufs_pf,6,53.693029,False
semenergy_triviaqa_qwen3_8b,dufs_pf,7,54.533655,False
semenergy_triviaqa_qwen3_8b,dufs_pf,8,55.606364,False
semenergy_triviaqa_qwen3_8b,FULL,2,90.265995,False
semenergy_triviaqa_qwen3_8b,FULL,3,83.089768,False
semenergy_triviaqa_qwen3_8b,FULL,4,82.221019,False
semenergy_triviaqa_qwen3_8b,FULL,5,74.915937,False
semenergy_triviaqa_qwen3_8b,FULL,6,74.934017,False
semenergy_triviaqa_qwen3_8b,FULL,7,74.725282,True
semenergy_triviaqa_qwen3_8b,FULL,8,75.506817,False
spilled_triviaqa_llama8b,GOOD_6,2,4.709762,True
spilled_triviaqa_llama8b,GOOD_6,3,4.852592,False
spilled_triviaqa_llama8b,GOOD_6,4,5.237728,False
spilled_triviaqa_llama8b,GOOD_6,5,5.738733,False
spilled_triviaqa_llama8b,dufs_pf,2,135.173836,False
spilled_triviaqa_llama8b,dufs_pf,3,127.749855,False
spilled_triviaqa_llama8b,dufs_pf,4,124.23355,False
spilled_triviaqa_llama8b,dufs_pf,5,124.051095,True
spilled_triviaqa_llama8b,dufs_pf,6,124.73999,False
spilled_triviaqa_llama8b,dufs_pf,7,125.543015,False
spilled_triviaqa_llama8b,dufs_pf,8,126.659137,False
spilled_triviaqa_llama8b,FULL,2,164.199608,False
spilled_triviaqa_llama8b,FULL,3,157.243411,False
spilled_triviaqa_llama8b,FULL,4,150.789425,False
spilled_triviaqa_llama8b,FULL,5,150.975045,False
spilled_triviaqa_llama8b,FULL,6,151.107008,False
spilled_triviaqa_llama8b,FULL,7,151.522049,False
spilled_triviaqa_llama8b,FULL,8,148.345567,True
truthfulqa_llama8b,GOOD_6,2,1.617862,True
truthfulqa_llama8b,GOOD_6,3,1.707317,False
truthfulqa_llama8b,GOOD_6,4,1.888674,False
truthfulqa_llama8b,GOOD_6,5,2.294015,False
truthfulqa_llama8b,dufs_pf,2,46.649258,False
truthfulqa_llama8b,dufs_pf,3,46.148462,False
truthfulqa_llama8b,dufs_pf,4,46.215358,False
truthfulqa_llama8b,dufs_pf,5,45.093455,True
truthfulqa_llama8b,dufs_pf,6,45.416773,False
truthfulqa_llama8b,dufs_pf,7,45.628103,False
truthfulqa_llama8b,dufs_pf,8,46.466776,False
truthfulqa_llama8b,FULL,2,90.259427,False
truthfulqa_llama8b,FULL,3,90.139966,False
truthfulqa_llama8b,FULL,4,81.163759,False
truthfulqa_llama8b,FULL,5,81.010012,False
truthfulqa_llama8b,FULL,6,79.739046,True
truthfulqa_llama8b,FULL,7,80.224022,False
truthfulqa_llama8b,FULL,8,80.636464,False
ars_gsm8k_r1distill8b,GOOD_6,2,0.955159,True
ars_gsm8k_r1distill8b,GOOD_6,3,1.347273,False
ars_gsm8k_r1distill8b,GOOD_6,4,1.403547,False
ars_gsm8k_r1distill8b,GOOD_6,5,1.686714,False
ars_gsm8k_r1distill8b,dufs_pf,2,49.050665,False
ars_gsm8k_r1distill8b,dufs_pf,3,45.407895,True
ars_gsm8k_r1distill8b,dufs_pf,4,45.475165,False
ars_gsm8k_r1distill8b,dufs_pf,5,45.741697,False
ars_gsm8k_r1distill8b,dufs_pf,6,46.677288,False
ars_gsm8k_r1distill8b,dufs_pf,7,47.718751,False
ars_gsm8k_r1distill8b,dufs_pf,8,48.795038,False
ars_gsm8k_r1distill8b,FULL,2,94.61713,False
ars_gsm8k_r1distill8b,FULL,3,92.781435,False
ars_gsm8k_r1distill8b,FULL,4,88.454875,True
ars_gsm8k_r1distill8b,FULL,5,88.811628,False
ars_gsm8k_r1distill8b,FULL,6,89.898321,False
ars_gsm8k_r1distill8b,FULL,7,88.517814,False
ars_gsm8k_r1distill8b,FULL,8,88.842137,False
internalstates_gsm8k_qwen25_7b,GOOD_6,2,2.943266,True
internalstates_gsm8k_qwen25_7b,GOOD_6,3,2.995837,False
internalstates_gsm8k_qwen25_7b,GOOD_6,4,3.195799,False
internalstates_gsm8k_qwen25_7b,GOOD_6,5,3.647302,False
internalstates_gsm8k_qwen25_7b,dufs_pf,2,66.412096,False
internalstates_gsm8k_qwen25_7b,dufs_pf,3,63.494158,True
internalstates_gsm8k_qwen25_7b,dufs_pf,4,63.993376,False
internalstates_gsm8k_qwen25_7b,dufs_pf,5,63.668468,False
internalstates_gsm8k_qwen25_7b,dufs_pf,6,64.178073,False
internalstates_gsm8k_qwen25_7b,dufs_pf,7,64.923394,False
internalstates_gsm8k_qwen25_7b,dufs_pf,8,65.933394,False
internalstates_gsm8k_qwen25_7b,FULL,2,117.625463,False
internalstates_gsm8k_qwen25_7b,FULL,3,117.247729,False
internalstates_gsm8k_qwen25_7b,FULL,4,112.913651,False
internalstates_gsm8k_qwen25_7b,FULL,5,110.821306,False
internalstates_gsm8k_qwen25_7b,FULL,6,108.883807,False
internalstates_gsm8k_qwen25_7b,FULL,7,108.932658,False
internalstates_gsm8k_qwen25_7b,FULL,8,107.481126,True
lapeigvals_gsm8k_llama3b,GOOD_6,2,4.813506,False
lapeigvals_gsm8k_llama3b,GOOD_6,3,4.566052,False
lapeigvals_gsm8k_llama3b,GOOD_6,4,4.368056,True
lapeigvals_gsm8k_llama3b,GOOD_6,5,4.823402,False
lapeigvals_gsm8k_llama3b,dufs_pf,2,109.555391,False
lapeigvals_gsm8k_llama3b,dufs_pf,3,105.494442,False
lapeigvals_gsm8k_llama3b,dufs_pf,4,103.148114,True
lapeigvals_gsm8k_llama3b,dufs_pf,5,103.836477,False
lapeigvals_gsm8k_llama3b,dufs_pf,6,104.640021,False
lapeigvals_gsm8k_llama3b,dufs_pf,7,105.639775,False
lapeigvals_gsm8k_llama3b,dufs_pf,8,106.588511,False
lapeigvals_gsm8k_llama3b,FULL,2,173.452869,False
lapeigvals_gsm8k_llama3b,FULL,3,165.088889,False
lapeigvals_gsm8k_llama3b,FULL,4,167.569285,False
lapeigvals_gsm8k_llama3b,FULL,5,163.596132,False
lapeigvals_gsm8k_llama3b,FULL,6,160.758688,True
lapeigvals_gsm8k_llama3b,FULL,7,160.759505,False
lapeigvals_gsm8k_llama3b,FULL,8,161.423495,False
lapeigvals_gsm8k_llama8b,GOOD_6,2,4.25104,False
lapeigvals_gsm8k_llama8b,GOOD_6,3,3.783407,True
lapeigvals_gsm8k_llama8b,GOOD_6,4,4.170592,False
lapeigvals_gsm8k_llama8b,GOOD_6,5,4.539986,False
lapeigvals_gsm8k_llama8b,dufs_pf,2,142.42176,False
lapeigvals_gsm8k_llama8b,dufs_pf,3,137.297663,False
lapeigvals_gsm8k_llama8b,dufs_pf,4,136.134001,False
lapeigvals_gsm8k_llama8b,dufs_pf,5,135.127996,True
lapeigvals_gsm8k_llama8b,dufs_pf,6,135.876387,False
lapeigvals_gsm8k_llama8b,dufs_pf,7,136.85093,False
lapeigvals_gsm8k_llama8b,dufs_pf,8,137.975284,False
lapeigvals_gsm8k_llama8b,FULL,2,177.673541,False
lapeigvals_gsm8k_llama8b,FULL,3,171.900177,False
lapeigvals_gsm8k_llama8b,FULL,4,173.728903,False
lapeigvals_gsm8k_llama8b,FULL,5,167.915494,False
lapeigvals_gsm8k_llama8b,FULL,6,171.458252,False
lapeigvals_gsm8k_llama8b,FULL,7,168.337268,False
lapeigvals_gsm8k_llama8b,FULL,8,167.336378,True
lapeigvals_gsm8k_mistral24b,GOOD_6,2,5.837908,False
lapeigvals_gsm8k_mistral24b,GOOD_6,3,5.166548,True
lapeigvals_gsm8k_mistral24b,GOOD_6,4,5.445787,False
lapeigvals_gsm8k_mistral24b,GOOD_6,5,5.963555,False
lapeigvals_gsm8k_mistral24b,dufs_pf,2,129.068236,False
lapeigvals_gsm8k_mistral24b,dufs_pf,3,126.553703,False
lapeigvals_gsm8k_mistral24b,dufs_pf,4,123.145376,True
lapeigvals_gsm8k_mistral24b,dufs_pf,5,123.64673,False
lapeigvals_gsm8k_mistral24b,dufs_pf,6,124.297476,False
lapeigvals_gsm8k_mistral24b,dufs_pf,7,124.65989,False
lapeigvals_gsm8k_mistral24b,dufs_pf,8,125.894475,False
lapeigvals_gsm8k_mistral24b,FULL,2,179.084917,False
lapeigvals_gsm8k_mistral24b,FULL,3,170.606001,False
lapeigvals_gsm8k_mistral24b,FULL,4,170.18667,False
lapeigvals_gsm8k_mistral24b,FULL,5,167.915167,False
lapeigvals_gsm8k_mistral24b,FULL,6,167.371215,False
lapeigvals_gsm8k_mistral24b,FULL,7,164.968334,True
lapeigvals_gsm8k_mistral24b,FULL,8,165.033985,False
lapeigvals_gsm8k_nemo,GOOD_6,2,2.217272,True
lapeigvals_gsm8k_nemo,GOOD_6,3,2.495339,False
lapeigvals_gsm8k_nemo,GOOD_6,4,2.689728,False
lapeigvals_gsm8k_nemo,GOOD_6,5,2.880392,False
lapeigvals_gsm8k_nemo,dufs_pf,2,59.236368,False
lapeigvals_gsm8k_nemo,dufs_pf,3,55.664964,False
lapeigvals_gsm8k_nemo,dufs_pf,4,54.616999,True
lapeigvals_gsm8k_nemo,dufs_pf,5,55.727538,False
lapeigvals_gsm8k_nemo,dufs_pf,6,56.279053,False
lapeigvals_gsm8k_nemo,dufs_pf,7,57.156248,False
lapeigvals_gsm8k_nemo,dufs_pf,8,58.257156,False
lapeigvals_gsm8k_nemo,FULL,2,111.96283,False
lapeigvals_gsm8k_nemo,FULL,3,109.799104,False
lapeigvals_gsm8k_nemo,FULL,4,105.4872,False
lapeigvals_gsm8k_nemo,FULL,5,105.907736,False
lapeigvals_gsm8k_nemo,FULL,6,105.355244,False
lapeigvals_gsm8k_nemo,FULL,7,105.380141,False
lapeigvals_gsm8k_nemo,FULL,8,105.030195,True
lapeigvals_gsm8k_phi35,GOOD_6,2,3.199328,True
lapeigvals_gsm8k_phi35,GOOD_6,3,3.234545,False
lapeigvals_gsm8k_phi35,GOOD_6,4,3.505385,False
lapeigvals_gsm8k_phi35,GOOD_6,5,3.877754,False
lapeigvals_gsm8k_phi35,dufs_pf,2,66.48659,False
lapeigvals_gsm8k_phi35,dufs_pf,3,62.345592,True
lapeigvals_gsm8k_phi35,dufs_pf,4,62.438621,False
lapeigvals_gsm8k_phi35,dufs_pf,5,62.860722,False
lapeigvals_gsm8k_phi35,dufs_pf,6,63.388051,False
lapeigvals_gsm8k_phi35,dufs_pf,7,64.185536,False
lapeigvals_gsm8k_phi35,dufs_pf,8,65.221774,False
lapeigvals_gsm8k_phi35,FULL,2,104.377709,False
lapeigvals_gsm8k_phi35,FULL,3,101.891215,False
lapeigvals_gsm8k_phi35,FULL,4,95.511588,False
lapeigvals_gsm8k_phi35,FULL,5,95.083695,False
lapeigvals_gsm8k_phi35,FULL,6,94.048679,False
lapeigvals_gsm8k_phi35,FULL,7,94.046078,True
lapeigvals_gsm8k_phi35,FULL,8,94.261875,False
noise_gsm8k_mistral7b,GOOD_6,2,2.861858,True
noise_gsm8k_mistral7b,GOOD_6,3,3.007579,False
noise_gsm8k_mistral7b,GOOD_6,4,3.294213,False
noise_gsm8k_mistral7b,GOOD_6,5,3.645314,False
noise_gsm8k_mistral7b,dufs_pf,2,81.324333,False
noise_gsm8k_mistral7b,dufs_pf,3,77.148927,False
noise_gsm8k_mistral7b,dufs_pf,4,75.399064,False
noise_gsm8k_mistral7b,dufs_pf,5,74.902893,True
noise_gsm8k_mistral7b,dufs_pf,6,75.565514,False
noise_gsm8k_mistral7b,dufs_pf,7,76.526384,False
noise_gsm8k_mistral7b,dufs_pf,8,77.683168,False
noise_gsm8k_mistral7b,FULL,2,128.942312,False
noise_gsm8k_mistral7b,FULL,3,126.174919,False
noise_gsm8k_mistral7b,FULL,4,121.445929,True
noise_gsm8k_mistral7b,FULL,5,121.593232,False
noise_gsm8k_mistral7b,FULL,6,121.97708,False
noise_gsm8k_mistral7b,FULL,7,121.498839,False
noise_gsm8k_mistral7b,FULL,8,121.525186,False
noise_gsm8k_phi3mini,GOOD_6,2,1.372149,True
noise_gsm8k_phi3mini,GOOD_6,3,1.676572,False
noise_gsm8k_phi3mini,GOOD_6,4,1.795567,False
noise_gsm8k_phi3mini,GOOD_6,5,2.087352,False
noise_gsm8k_phi3mini,dufs_pf,2,38.110757,False
noise_gsm8k_phi3mini,dufs_pf,3,37.931426,True
noise_gsm8k_phi3mini,dufs_pf,4,38.020388,False
noise_gsm8k_phi3mini,dufs_pf,5,38.987128,False
noise_gsm8k_phi3mini,dufs_pf,6,39.910739,False
noise_gsm8k_phi3mini,dufs_pf,7,40.954143,False
noise_gsm8k_phi3mini,dufs_pf,8,41.412054,False
noise_gsm8k_phi3mini,FULL,2,93.284733,False
noise_gsm8k_phi3mini,FULL,3,86.031327,False
noise_gsm8k_phi3mini,FULL,4,86.449191,False
noise_gsm8k_phi3mini,FULL,5,81.113349,True
noise_gsm8k_phi3mini,FULL,6,81.845405,False
noise_gsm8k_phi3mini,FULL,7,81.122555,False
noise_gsm8k_phi3mini,FULL,8,81.128199,False
math500_dsmath7b,GOOD_6,2,0.93399,False
math500_dsmath7b,GOOD_6,3,0.860848,True
math500_dsmath7b,GOOD_6,4,0.949642,False
math500_dsmath7b,GOOD_6,5,1.299507,False
math500_dsmath7b,dufs_pf,2,64.90849,False
math500_dsmath7b,dufs_pf,3,59.906391,False
math500_dsmath7b,dufs_pf,4,59.478685,False
math500_dsmath7b,dufs_pf,5,59.103663,True
math500_dsmath7b,dufs_pf,6,60.089866,False
math500_dsmath7b,dufs_pf,7,61.181212,False
math500_dsmath7b,dufs_pf,8,62.24749,False
math500_dsmath7b,FULL,2,109.169912,False
math500_dsmath7b,FULL,3,104.80579,False
math500_dsmath7b,FULL,4,101.58704,True
math500_dsmath7b,FULL,5,102.077643,False
math500_dsmath7b,FULL,6,101.800692,False
math500_dsmath7b,FULL,7,102.075424,False
math500_dsmath7b,FULL,8,102.384191,False
math500_qwenmath7b,GOOD_6,2,5.487212,True
math500_qwenmath7b,GOOD_6,3,5.511099,False
math500_qwenmath7b,GOOD_6,4,6.000975,False
math500_qwenmath7b,GOOD_6,5,6.504074,False
math500_qwenmath7b,dufs_pf,2,228.934797,False
math500_qwenmath7b,dufs_pf,3,223.140807,False
math500_qwenmath7b,dufs_pf,4,222.176465,False
math500_qwenmath7b,dufs_pf,5,219.483673,True
math500_qwenmath7b,dufs_pf,6,219.832685,False
math500_qwenmath7b,dufs_pf,7,220.84732,False
math500_qwenmath7b,dufs_pf,8,221.447265,False
math500_qwenmath7b,FULL,2,247.47437,False
math500_qwenmath7b,FULL,3,244.78809,False
math500_qwenmath7b,FULL,4,243.034812,False
math500_qwenmath7b,FULL,5,240.309652,False
math500_qwenmath7b,FULL,6,242.250917,False
math500_qwenmath7b,FULL,7,237.849509,True
math500_qwenmath7b,FULL,8,237.97409,False
math500_r1distill8b,GOOD_6,2,5.285454,False
math500_r1distill8b,GOOD_6,3,5.168939,True
math500_r1distill8b,GOOD_6,4,5.63888,False
math500_r1distill8b,GOOD_6,5,6.394635,False
math500_r1distill8b,dufs_pf,2,145.802508,False
math500_r1distill8b,dufs_pf,3,140.819712,False
math500_r1distill8b,dufs_pf,4,140.827852,False
math500_r1distill8b,dufs_pf,5,139.149033,True
math500_r1distill8b,dufs_pf,6,139.507492,False
math500_r1distill8b,dufs_pf,7,140.319736,False
math500_r1distill8b,dufs_pf,8,141.322995,False
math500_r1distill8b,FULL,2,186.128317,False
math500_r1distill8b,FULL,3,173.728517,False
math500_r1distill8b,FULL,4,173.425835,False
math500_r1distill8b,FULL,5,172.528735,False
math500_r1distill8b,FULL,6,170.465816,True
math500_r1distill8b,FULL,7,170.558202,False
math500_r1distill8b,FULL,8,171.238701,False
math500_r1distill8b_mn4096,GOOD_6,2,8.037981,True
math500_r1distill8b_mn4096,GOOD_6,3,8.335843,False
math500_r1distill8b_mn4096,GOOD_6,4,8.823145,False
math500_r1distill8b_mn4096,GOOD_6,5,9.612568,False
math500_r1distill8b_mn4096,dufs_pf,2,180.019401,False
math500_r1distill8b_mn4096,dufs_pf,3,175.186135,False
math500_r1distill8b_mn4096,dufs_pf,4,173.871174,True
math500_r1distill8b_mn4096,dufs_pf,5,173.882623,False
math500_r1distill8b_mn4096,dufs_pf,6,174.042547,False
math500_r1distill8b_mn4096,dufs_pf,7,175.050976,False
math500_r1distill8b_mn4096,dufs_pf,8,175.851472,False
math500_r1distill8b_mn4096,FULL,2,231.338745,False
math500_r1distill8b_mn4096,FULL,3,231.131873,False
math500_r1distill8b_mn4096,FULL,4,225.121677,True
math500_r1distill8b_mn4096,FULL,5,225.902323,False
math500_r1distill8b_mn4096,FULL,6,226.684702,False
math500_r1distill8b_mn4096,FULL,7,225.267893,False
math500_r1distill8b_mn4096,FULL,8,227.229569,False
trace_gsm8k_llama8b_k10,GOOD_6,2,4.102492,True
trace_gsm8k_llama8b_k10,GOOD_6,3,4.119245,False
trace_gsm8k_llama8b_k10,GOOD_6,4,4.474694,False
trace_gsm8k_llama8b_k10,GOOD_6,5,4.751829,False
trace_gsm8k_llama8b_k10,dufs_pf,2,147.78957,False
trace_gsm8k_llama8b_k10,dufs_pf,3,142.666371,False
trace_gsm8k_llama8b_k10,dufs_pf,4,142.439897,False
trace_gsm8k_llama8b_k10,dufs_pf,5,141.385936,False
trace_gsm8k_llama8b_k10,dufs_pf,6,140.806886,True
trace_gsm8k_llama8b_k10,dufs_pf,7,141.548652,False
trace_gsm8k_llama8b_k10,dufs_pf,8,142.549327,False
trace_gsm8k_llama8b_k10,FULL,2,171.891015,False
trace_gsm8k_llama8b_k10,FULL,3,170.847125,False
trace_gsm8k_llama8b_k10,FULL,4,170.334328,False
trace_gsm8k_llama8b_k10,FULL,5,169.321685,False
trace_gsm8k_llama8b_k10,FULL,6,170.945988,False
trace_gsm8k_llama8b_k10,FULL,7,166.757066,False
trace_gsm8k_llama8b_k10,FULL,8,166.397947,True
trace_math500_qwenmath15b_k10,GOOD_6,2,4.999447,True
trace_math500_qwenmath15b_k10,GOOD_6,3,5.447747,False
trace_math500_qwenmath15b_k10,GOOD_6,4,5.505603,False
trace_math500_qwenmath15b_k10,GOOD_6,5,5.934362,False
trace_math500_qwenmath15b_k10,dufs_pf,2,152.152536,False
trace_math500_qwenmath15b_k10,dufs_pf,3,145.652607,False
trace_math500_qwenmath15b_k10,dufs_pf,4,143.757629,True
trace_math500_qwenmath15b_k10,dufs_pf,5,144.429098,False
trace_math500_qwenmath15b_k10,dufs_pf,6,144.911811,False
trace_math500_qwenmath15b_k10,dufs_pf,7,145.594589,False
trace_math500_qwenmath15b_k10,dufs_pf,8,146.549479,False
trace_math500_qwenmath15b_k10,FULL,2,200.748559,False
trace_math500_qwenmath15b_k10,FULL,3,191.958155,False
trace_math500_qwenmath15b_k10,FULL,4,192.075644,False
trace_math500_qwenmath15b_k10,FULL,5,185.259105,False
trace_math500_qwenmath15b_k10,FULL,6,185.262406,False
trace_math500_qwenmath15b_k10,FULL,7,183.173183,True
trace_math500_qwenmath15b_k10,FULL,8,185.542198,False
