version,split,task,budget,method,n_datasets,auroc_mean,auroc_se,auprc_mean,auprc_se,auroc_delta_vs_iu_mean,auroc_delta_vs_iu_se,auprc_delta_vs_iu_mean,auprc_delta_vs_iu_se,fallback_fraction_mean,fallback_fraction_se
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,16,full_logistic,8,0.8605293571129886,0.0063964584176598865,0.8630647597185899,0.0074960343010905765,-0.02729901384604351,0.002921093116826128,-0.029219536034909017,0.003446239433378778,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,16,iu,8,0.8878283709590322,0.0061689418441211365,0.8922842957534989,0.006504198841330362,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,16,oracle_latent,8,0.8881109831510146,0.006135825452268234,0.8926148427869842,0.006451766638766206,0.0002826121919822927,0.0002144217004083355,0.0003305470334853712,0.00016675998389382936,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,16,projected_ridge,8,0.8878082974700023,0.006169011385707693,0.892268909602778,0.006502378121888078,-2.0073489029943936e-05,9.862482628610706e-06,-1.538615072075797e-05,7.510857030405774e-06,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,16,pseudo_anchor,8,0.8877626029044418,0.006171877648092659,0.8922217254050835,0.006500357787520426,-6.576805459045706e-05,7.682422791348689e-05,-6.257034841536217e-05,7.1694473824955e-05,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,16,ta_liu,8,0.8876189527262007,0.006182679166657007,0.8920348072027124,0.006540184762640414,-0.00020941823283148094,7.74918805525073e-05,-0.0002494885507864364,0.00012108855410131673,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,16,u2_logistic,8,0.8623011675461854,0.006624608675511039,0.8649672811837875,0.007376287492405888,-0.025527203412846866,0.0025770632398544823,-0.027317014569711327,0.002983098432366686,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,32,dufs_liu,8,0.8876793204759348,0.006261827107326054,0.892065884109875,0.006642949562850525,-0.00016214811929809135,0.00011249968087804196,-0.0002809091893156337,0.00011131684252152541,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,32,full_logistic,8,0.8707749102982125,0.006216872151464857,0.8746603462615326,0.006657272634873553,-0.01706655829702035,0.0011791042987081613,-0.017686447037658162,0.0014057145193191204,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,32,iu,8,0.8878414685952328,0.006250392489223633,0.8923467932991906,0.00662350454943001,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,32,oracle_latent,8,0.8881166452840152,0.006222626440857975,0.8926614274855477,0.006576318324270817,0.000275176688782448,0.00021487888231797614,0.0003146341863570516,0.00016257176707282377,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,32,projected_ridge,8,0.8878231632437128,0.006250609101480629,0.8923340974611192,0.006621629524303372,-1.830535152008879e-05,9.866272305455611e-06,-1.2695838071384927e-05,7.368899907923329e-06,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,32,pseudo_anchor,8,0.8877760855651557,0.0062512622588429935,0.8922851266783074,0.006615997934926439,-6.538303007709752e-05,7.450790659202518e-05,-6.166662088326943e-05,6.979874881977074e-05,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,32,ta_liu,8,0.8877729215713855,0.00626009313266216,0.8922355014037862,0.006631864130437002,-6.854702384723275e-05,7.317888567024166e-05,-0.00011129189540443497,7.524832378479746e-05,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,32,u2_logistic,8,0.8792864433674852,0.006538348235956746,0.8832970915675507,0.006892081378626756,-0.008555025227747606,0.001247703741063423,-0.009049701731639988,0.0015845606109607582,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,64,dufs_liu,8,0.8878073214057012,0.006263758816583882,0.8923291804907872,0.006583508916421113,-0.0001795246264449787,0.00010913902421552282,-0.00031685551939164124,0.00011482024279945086,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,64,full_logistic,8,0.8731502607039985,0.006130374980185269,0.8770672139640501,0.006574419536733625,-0.014836585328147767,0.0009573589592083271,-0.015578822046128843,0.0006451825278725556,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,64,iu,8,0.8879868460321462,0.0062530242763477245,0.8926460360101789,0.0065600563176685485,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,64,oracle_latent,8,0.8882396072315463,0.006239256790117418,0.892935439782098,0.006515090638975565,0.0002527611994000891,0.0002193723250455596,0.00028940377191908565,0.00016904990001052853,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,64,projected_ridge,8,0.8879682917557052,0.0062532116174990725,0.8926316258307951,0.006558676119052017,-1.8554276440972163e-05,9.218666702199799e-06,-1.441017938368181e-05,7.0665802517862014e-06,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,64,pseudo_anchor,8,0.8879058323725895,0.006254781639798256,0.8925631761530697,0.006554936721370777,-8.101365955667274e-05,7.363629501762768e-05,-8.285985710928222e-05,6.610787894190513e-05,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,64,ta_liu,8,0.8879002089315424,0.006257193141925052,0.8925280023859133,0.0065615114672527616,-8.663710060376802e-05,6.022511091674323e-05,-0.00011803362426561145,6.200821369363914e-05,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,correlated_errors,64,u2_logistic,8,0.8833421375849582,0.006362822206239759,0.887703752732645,0.006680205488701987,-0.004644708447187969,0.000613567166377423,-0.004942283277533967,0.0008290943480549908,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,4,dufs_liu,8,0.6986063533004446,0.006176963211031441,0.6931441750373148,0.007305655274831303,-0.004547761645993883,0.0008612360778161427,-0.004610270769273432,0.0008641541578751185,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,4,full_logistic,8,0.6993066849317475,0.015222659160613175,0.7006961104708543,0.014955951464765421,-0.0038474300146909947,0.015103210257356114,0.002941664664266091,0.019044414494036325,0.1875,0.04091585441924857
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,4,iu,8,0.7031541149464386,0.0059379721296926105,0.6977544458065883,0.007092106712222986,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,4,oracle_latent,8,0.7235418030026016,0.005973483080943787,0.7191460220296884,0.007573111591550782,0.02038768805616307,0.0005870225696680966,0.021391576223100027,0.0008975551725282616,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,4,projected_ridge,8,0.700743497293534,0.0059811665612485455,0.6953230488049715,0.007175407263710314,-0.002410617652904597,0.00011185455542167183,-0.002431397001616667,0.00018880355867438963,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,4,pseudo_anchor,8,0.6934502541350394,0.006285642724036948,0.6879011460595891,0.007437396172747324,-0.009703860811399173,0.0008535040412219691,-0.009853299746999136,0.0007468617899318059,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,4,ta_liu,8,0.7111314712008844,0.006216829009931632,0.7063281999907923,0.007225689176163108,0.007977356254445884,0.0009045207734561841,0.0085737541842041,0.0010073220386572499,0.1875,0.04091585441924857
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,4,u2_logistic,8,0.7034265803762867,0.014116791249473917,0.7061228435962599,0.014488026761631469,0.0002724654298481826,0.014026077908557593,0.008368397789671581,0.018745683536266846,0.1875,0.04091585441924857
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,8,dufs_liu,8,0.6985046533675975,0.006254014821817026,0.693562499943458,0.007326270698995474,-0.004563147891768224,0.0008621217543089282,-0.004622109503735791,0.0008631735822188135,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,8,full_logistic,8,0.778496031895201,0.011797324821127062,0.7795946981807303,0.01210925920040331,0.0754282306358354,0.013331214913255394,0.08141008873353661,0.016253193430785882,0.0234375,0.011436328979865622
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,8,iu,8,0.7030678012593656,0.0060290582278282245,0.6981846094471937,0.007123860829949314,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,8,oracle_latent,8,0.7234803440649644,0.006067843814815831,0.7196104175376452,0.007597558824088214,0.020412542805598656,0.0005924100317476773,0.02142580809045154,0.0009037174917864379,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,8,projected_ridge,8,0.7006506430725603,0.006074177078772444,0.6957466620657093,0.0072117875729600725,-0.002417158186805269,0.00011264704938403935,-0.002437947381484334,0.00019200250888494886,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,8,pseudo_anchor,8,0.6933333453492727,0.006366470087203528,0.6883057785510145,0.007460851619557084,-0.009734455910092936,0.0008616176573042996,-0.00987883089617931,0.0007487542175196382,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,8,ta_liu,8,0.7159898451668835,0.006193203827366597,0.7117898057057266,0.007397922060806597,0.01292204390751776,0.0006022750126237426,0.013605196258532832,0.0008124330993808903,0.0234375,0.011436328979865622
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,8,u2_logistic,8,0.793160168517495,0.010164322500397059,0.7929702335850926,0.010365282293575724,0.0900923672581293,0.01052326260016333,0.0947856241378988,0.014710660357604493,0.0234375,0.011436328979865622
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,16,dufs_liu,8,0.6992428209164363,0.006128272500263135,0.6943218334970673,0.007411902744476461,-0.004556294236490196,0.0008596315465915346,-0.0046047623213378895,0.0008561330412170919,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,16,full_logistic,8,0.82015820404456,0.007024127149688238,0.8184568481191228,0.007747993767032864,0.1163590888916335,0.00837358121873802,0.11953025230071757,0.010167399264037034,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,16,iu,8,0.7037991151529264,0.005892897055853032,0.6989265958184052,0.007219981708373415,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,16,oracle_latent,8,0.7241810260992297,0.005911454384104477,0.7203285886712951,0.007666686097158789,0.020381910946303317,0.0006166622518299856,0.021401992852889948,0.0009297370682141634,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,16,projected_ridge,8,0.7013800404624165,0.005940441922696394,0.6964868951892496,0.007300979173087843,-0.0024190746905099697,0.0001166102938493376,-0.002439700629155689,0.00019108381236692133,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,16,pseudo_anchor,8,0.6940636993519946,0.006255700022775231,0.6890612069862527,0.007548218338353069,-0.009735415800931763,0.0008644099772809187,-0.009865388832152367,0.0007526090554726448,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,16,ta_liu,8,0.7204832297446018,0.005806680974773353,0.7165443781097078,0.0075718527782829845,0.016684114591675313,0.0005707569967563119,0.017617782291302706,0.0008042199931026042,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,16,u2_logistic,8,0.8376147510888896,0.006996315910415209,0.8368118558425754,0.006877035318561026,0.13381563593596313,0.007570812063749378,0.13788526002417018,0.010105508639884476,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,32,dufs_liu,8,0.6989481064861655,0.00618557426052693,0.6932864252496027,0.007785855038587539,-0.004534449503339777,0.0008548367566373834,-0.0045933246342257945,0.0008541871186115546,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,32,full_logistic,8,0.8370486544208975,0.007310383995888047,0.8362940684175231,0.007584454327770488,0.13356609843139225,0.006955166381530452,0.13841431853369457,0.009519099035543935,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,32,iu,8,0.7034825559895052,0.005938771342565081,0.6978797498838285,0.007556784462168649,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,32,oracle_latent,8,0.723884269417597,0.006002080384920011,0.7192929842723697,0.008010130488373223,0.020401713428091873,0.0006191763192719453,0.021413234388541105,0.0009091520336810612,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,32,projected_ridge,8,0.7010736405946076,0.005981699207189533,0.6954537473440057,0.007645362465428128,-0.002408915394897595,0.00011411383099982587,-0.002426002539822788,0.00019490198701474515,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,32,pseudo_anchor,8,0.6937688488841601,0.006295169389679336,0.6880052395620638,0.007910797864392598,-0.009713707105345065,0.0008535694729010993,-0.009874510321764684,0.0007537734874144889,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,32,ta_liu,8,0.7216693501583707,0.00586423598825148,0.7169474358590706,0.007798236122186511,0.018186794168865608,0.0006817942662075207,0.019067685975242214,0.000812789032822769,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,32,u2_logistic,8,0.8529185243498445,0.006775029464332335,0.8518125203344862,0.00681816187942842,0.14943596836033934,0.006506064864285849,0.1539327704506578,0.00974921849605959,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,64,dufs_liu,8,0.6964889631140053,0.006555145301110703,0.6916749970532134,0.007850564414915134,-0.004521579631059926,0.00085104422204061,-0.004590676899668245,0.0008597436691444529,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,64,full_logistic,8,0.8457732439873005,0.0072215577463300125,0.845341499613607,0.00792602684550115,0.1447627012422354,0.007448859688606864,0.14907582566072547,0.008886661325470507,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,64,iu,8,0.7010105427450652,0.006349332641372056,0.6962656739528816,0.00753988137059276,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,64,oracle_latent,8,0.7213335567870038,0.006402033400783339,0.7175651779104921,0.00802514986565324,0.020323014041938703,0.0006218125905311564,0.021299503957610592,0.0009440925616007941,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,64,projected_ridge,8,0.6986007625071671,0.0063810453764207515,0.6938139909457686,0.007628331173940119,-0.002409780237898114,0.00011777220804474577,-0.002451683007113096,0.0001982931201353615,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,64,pseudo_anchor,8,0.6913784320922487,0.006626299492001871,0.6864630103271775,0.007911997031063182,-0.009632110652816567,0.0008544582741666085,-0.009802663625704129,0.0007559960562086484,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,64,ta_liu,8,0.7203554520173852,0.0063791935480152105,0.7165585780565243,0.007930685789797009,0.019344909272319886,0.000701710650958169,0.02029290410364278,0.0009212344837987628,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,nuisance_manifold,64,u2_logistic,8,0.8585937528930357,0.006572443697108322,0.8581978472962537,0.0067369665285024515,0.15758321014797053,0.006440110208203133,0.16193217334337218,0.008668031454576735,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,4,dufs_liu,8,0.49027214243248574,0.012469736376571049,0.49894201465987764,0.012177842793814987,0.00024806120719140633,0.00015622304870562125,0.00020896796840194415,0.00012816069111796897,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,4,full_logistic,8,0.5006774041684255,0.002163867474985353,0.5100070470751881,0.001544335193551409,0.01065332294313125,0.01365531751653684,0.011274000383712318,0.01281019438437007,0.09375,0.0236227795630767
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,4,iu,8,0.4900240812252943,0.012411982066500045,0.49873304669147567,0.012103844797870049,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,4,oracle_latent,8,0.49004356109913894,0.012417091091132858,0.49871495206913974,0.01208365212616089,1.947987384466306e-05,3.057710543785262e-05,-1.809462233587269e-05,6.434155451956286e-05,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,4,projected_ridge,8,0.49002950548284885,0.012421592557886187,0.4987140262085867,0.01210295346230632,5.424257554561846e-06,3.880259975113988e-05,-1.9020482889002023e-05,2.133442549807826e-05,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,4,pseudo_anchor,8,0.4900810406852054,0.012483882970734885,0.49897679844601106,0.012093850702887925,5.695945991111666e-05,9.954943559970222e-05,0.0002437517545353634,0.00021477809545352464,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,4,ta_liu,8,0.49001668254199304,0.012506907822962729,0.49878556553189946,0.012198363750342557,-7.398683301265002e-06,0.00012016111866061961,5.2518840423796623e-05,0.0001323645243153092,0.09375,0.0236227795630767
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,4,u2_logistic,8,0.501936675500331,0.0014496116221992842,0.5136966386441809,0.003659627630102748,0.011912594275036747,0.01310682654543289,0.014963591952705224,0.011815370716793254,0.09375,0.0236227795630767
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,8,dufs_liu,8,0.4903892973756041,0.012426802052276684,0.49894031705168496,0.012182023981486788,0.0002522277492553165,0.00015882247953765278,0.00020872144331343266,0.0001302108664693571,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,8,full_logistic,8,0.5023672663006943,0.0043682663595419335,0.5135430796945303,0.0034545752624242764,0.012230196674345432,0.015688184820948345,0.014811484086158818,0.014333974322516683,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,8,iu,8,0.49013706962634884,0.01236650624683176,0.49873159560837155,0.012102559876415625,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,8,oracle_latent,8,0.4901562395567731,0.012372062852952382,0.49871203573887174,0.012083818204540736,1.916993042421454e-05,3.073442828454025e-05,-1.9559869499796538e-05,6.396343043765406e-05,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,8,projected_ridge,8,0.49014186230241386,0.012376347523795185,0.4987131821565681,0.012102187763758352,4.792676064986536e-06,3.8119591879448216e-05,-1.841345180343375e-05,2.126131783362317e-05,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,8,pseudo_anchor,8,0.49019180221764114,0.0124412072900523,0.4989776114335205,0.012091902200211734,5.4732591292321574e-05,0.00010229605059501015,0.0002460158251489197,0.00021674386565093075,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,8,ta_liu,8,0.490076034747326,0.012444750561638653,0.49876100749166924,0.01214964437395021,-6.103487902285858e-05,0.00011432221273241676,2.9411883297768716e-05,0.00013841863944838589,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,8,u2_logistic,8,0.4993260831268095,0.0035819600259826513,0.5134921786011285,0.0037119413103063096,0.009189013500460629,0.015221636631566378,0.014760582992756979,0.0125485358564433,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,16,dufs_liu,8,0.49047004182674736,0.01222066967277446,0.4989496807731448,0.012222696031143601,0.00024774557352962934,0.00015946365397798742,0.00021324566845851113,0.00013321717982403103,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,16,full_logistic,8,0.5038918872670013,0.0030273684372846684,0.5125276231358691,0.0021561590895571216,0.013669591013783657,0.013926107622128961,0.013791188031182872,0.012797023701149537,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,16,iu,8,0.49022229625321767,0.012162767684490157,0.49873643510468624,0.012143612205891573,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,16,oracle_latent,8,0.49024395591042075,0.012167685908847049,0.4987154042873105,0.012123405756578092,2.1659657203043983e-05,3.137258060352854e-05,-2.1030817375767338e-05,6.559083044692635e-05,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,16,projected_ridge,8,0.49022625958460253,0.012171513040137853,0.4987111540078225,0.012140264168614887,3.9633313848237185e-06,3.8018215227357984e-05,-2.528109686373561e-05,2.1377799663799024e-05,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,16,pseudo_anchor,8,0.4902862115171496,0.012240880851572575,0.4989837660425403,0.012136138846478092,6.391526393179385e-05,0.00010650297236855703,0.000247330937854044,0.00021803942428330289,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,16,ta_liu,8,0.49030999044338835,0.012234992090793139,0.4988343222486326,0.012185602696382606,8.76941901706463e-05,0.00011275629503028632,9.788714394638569e-05,0.00013211939308156178,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,16,u2_logistic,8,0.5047161739452275,0.0038637097148762184,0.5163567196722822,0.004345102869021447,0.014493877692009789,0.014904657267793942,0.017620284567596133,0.011432761378227154,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,32,dufs_liu,8,0.4914563332322708,0.012272311429554017,0.499121957629248,0.012016334235639727,0.0002496097949382238,0.00016365188271967075,0.00021819505370205888,0.00013273752173071328,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,32,full_logistic,8,0.5019046195516635,0.004733204773237735,0.5114131867549685,0.003747486998480942,0.010697896114331045,0.014875482070071985,0.012509424179422633,0.014267369048468762,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,32,iu,8,0.4912067234373325,0.012212108166149835,0.4989037625755459,0.011939762969198265,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,32,oracle_latent,8,0.4912253244624781,0.012217528960951093,0.4988857346117722,0.011921626912730085,1.8601025145531525e-05,3.183470740495733e-05,-1.802796377371003e-05,6.54415746604904e-05,0.0,0.0
