version,split,replicate,seed,task,draw,budget,gate_source,feature,planted_role,gate_value,raw_correlation,fallback,fallback_reason,raw_probability
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,4,ta_liu,8,weak_signal,1.0736483767868945,0.6500763953100474,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,4,ta_liu,9,weak_signal,1.2628620080359012,0.764642130242736,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,4,ta_liu,10,noise,0.73044484616531,0.4422723145067423,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,4,ta_liu,11,noise,0.0,-0.345321448195541,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,8,ta_liu,0,signal,1.1149669622280696,0.630313676873889,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,8,ta_liu,1,signal,1.284290924881724,0.7260359835418875,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,8,ta_liu,2,signal,0.8806566707461535,0.49785326651497736,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,8,ta_liu,3,signal,0.5394736484578494,0.30497551089454006,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,8,ta_liu,4,signal,1.5072051772044106,0.8520539793830643,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,8,ta_liu,5,signal,1.190871340708186,0.6732239778168175,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,8,ta_liu,6,signal,1.1847459633690787,0.6697611764570918,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,8,ta_liu,7,signal,0.2304580413189639,0.13028265438343747,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,8,ta_liu,8,weak_signal,0.007084381132959511,0.004004945860788932,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,8,ta_liu,9,weak_signal,1.2880090105215634,0.7281378935625179,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,8,ta_liu,10,noise,1.0852080849745644,0.6134903736041561,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,8,ta_liu,11,noise,0.23997419469914957,0.13566233093885255,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,16,ta_liu,0,signal,1.3240995545108047,0.6668581465757234,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,16,ta_liu,1,signal,1.026785134035447,0.517121261072667,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,16,ta_liu,2,signal,1.3799558600746311,0.6949891373882852,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,16,ta_liu,3,signal,1.0156058451476115,0.5114910198703498,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,16,ta_liu,4,signal,1.3707199924063238,0.6903376641857422,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,16,ta_liu,5,signal,1.2900790243585725,0.6497243384677501,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,16,ta_liu,6,signal,0.8402094850046381,0.4231559009266051,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,16,ta_liu,7,signal,0.720992432328229,0.363114446704243,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,16,ta_liu,8,weak_signal,0.2995036816558526,0.15083946623289765,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,16,ta_liu,9,weak_signal,0.9915556665921047,0.499378594153036,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,16,ta_liu,10,noise,0.6147397987728219,0.30960228136881535,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,16,ta_liu,11,noise,0.19232753704429015,0.0968621917074911,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,32,ta_liu,0,signal,1.3572072016051893,0.5918164346696009,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,32,ta_liu,1,signal,1.0911035668442948,0.47578072236969926,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,32,ta_liu,2,signal,1.167779229982828,0.5092154974953433,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,32,ta_liu,3,signal,1.167145723896999,0.5089392542565708,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,32,ta_liu,4,signal,1.186676056767372,0.5174555456184088,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,32,ta_liu,5,signal,1.3569612015735866,0.5917091652258052,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,32,ta_liu,6,signal,0.998684510934262,0.43548096850785906,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,32,ta_liu,7,signal,0.830424201449117,0.3621102876434131,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,32,ta_liu,8,weak_signal,0.9073254328929259,0.3956434228647336,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,32,ta_liu,9,weak_signal,0.4587922836088544,0.20005848275649055,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,32,ta_liu,10,noise,0.5208603208668994,0.22712353551597458,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,32,ta_liu,11,noise,0.0,-0.04452649316641291,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,64,ta_liu,0,signal,1.2954189536965917,0.5546034217066678,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,64,ta_liu,1,signal,1.1726123424650416,0.50202663440333,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,64,ta_liu,2,signal,1.2109450497200929,0.5184378892689977,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,64,ta_liu,3,signal,1.1914316494857402,0.51008368192301,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,64,ta_liu,4,signal,1.1510512701906417,0.4927957640158586,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,64,ta_liu,5,signal,1.233514983858181,0.5281006803413055,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,64,ta_liu,6,signal,0.9806932743260378,0.41986096006537643,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,64,ta_liu,7,signal,1.1066795245150034,0.47379903565351383,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,64,ta_liu,8,weak_signal,0.9071901126783591,0.38839229516763496,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,64,ta_liu,9,weak_signal,0.4183670408858084,0.17911409412565027,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,64,ta_liu,10,noise,0.173120617270815,0.07411755589369919,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,1,64,ta_liu,11,noise,0.0,-0.02623762540624267,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,4,ta_liu,0,signal,1.124310514638915,0.7075878084653746,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,4,ta_liu,1,signal,1.2389783872007327,0.7797543386107071,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,4,ta_liu,2,signal,1.0372014538878729,0.6527654897271188,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,4,ta_liu,3,signal,1.126310436447648,0.7088464645673306,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,4,ta_liu,4,signal,0.9812194961324756,0.6175330959302284,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,4,ta_liu,5,signal,0.9922808595358379,0.6244945943662169,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,4,ta_liu,6,signal,0.7193847682334944,0.4527467145152421,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,4,ta_liu,7,signal,1.3161678860438326,0.8283337547166492,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,4,ta_liu,8,weak_signal,1.446997220509685,0.9106715438348154,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,4,ta_liu,9,weak_signal,0.7519774322079015,0.4732589941510025,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,4,ta_liu,10,noise,0.0,-0.7447035440414914,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,4,ta_liu,11,noise,0.0,-0.2736036417093182,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,8,ta_liu,0,signal,0.9134936611121738,0.5090894819023296,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,8,ta_liu,1,signal,1.5010486339506512,0.8365335238755417,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,8,ta_liu,2,signal,1.1614646993709958,0.6472835961781426,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,8,ta_liu,3,signal,1.1673958587915898,0.6505890278467478,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,8,ta_liu,4,signal,1.3178752549880364,0.7344511071449831,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,8,ta_liu,5,signal,0.8449002204618762,0.47086239763330134,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,8,ta_liu,6,signal,1.1975024757146477,0.6673674278112652,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,8,ta_liu,7,signal,0.9299024689598078,0.5182341008979519,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,8,ta_liu,8,weak_signal,1.1607662459321983,0.6468943484860924,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,8,ta_liu,9,weak_signal,0.27015392249306674,0.1505566226572742,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,8,ta_liu,10,noise,0.0,-0.23461373571584695,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,8,ta_liu,11,noise,0.17557112437289893,0.09784568470369809,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,16,ta_liu,0,signal,1.164683571750436,0.5313278827689543,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,16,ta_liu,1,signal,1.5776582833291075,0.719726675765094,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,16,ta_liu,2,signal,1.2890134290283837,0.5880470822448899,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,16,ta_liu,3,signal,1.25638384605646,0.5731614878597558,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,16,ta_liu,4,signal,1.26540262195018,0.5772758475167535,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,16,ta_liu,5,signal,1.162380950888814,0.5302774286396954,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,16,ta_liu,6,signal,0.7557878137422893,0.3447899057206883,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,16,ta_liu,7,signal,0.5267648356684235,0.24030977309329837,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,16,ta_liu,8,weak_signal,0.8925352943248586,0.4071740168168256,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,16,ta_liu,9,weak_signal,0.5610390084642368,0.2559456282791728,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,16,ta_liu,10,noise,0.044685871713148494,0.020385665414124874,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,16,ta_liu,11,noise,0.0,-0.07565171234594707,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,32,ta_liu,0,signal,1.3028303945865196,0.6974648858641465,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,32,ta_liu,1,signal,1.3850728296603363,0.7414930347546655,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,32,ta_liu,2,signal,1.3018686557922008,0.6969500229616551,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,32,ta_liu,3,signal,1.2393432291237443,0.6634772933138621,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,0,40000,smooth_signal,2,32,ta_liu,4,signal,1.2655636317347516,0.6775142778594999,False,,
