architecture,budget,family,locator,model,prediction,score,target,task,unit
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.6772416530161582,0,global,gsm8k-210
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.5763729468804972,0,global,gsm8k-213
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.3669981097319813,0,global,gsm8k-214
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.3742249728014493,0,global,gsm8k-216
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.06371304775765554,0,global,gsm8k-220
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.07645290213804781,0,global,gsm8k-226
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.11759215152731524,0,global,gsm8k-227
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.1655937191039319,0,global,gsm8k-228
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.3820552521313615,0,global,gsm8k-229
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.7584083199128968,1,global,gsm8k-23
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.22127242165872962,0,global,gsm8k-231
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.17829521946827792,0,global,gsm8k-234
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.23906880745868642,0,global,gsm8k-236
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.4099611029386864,0,global,gsm8k-237
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.50145189423624,0,global,gsm8k-239
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.1311932889625085,0,global,gsm8k-242
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.09952907002931871,0,global,gsm8k-243
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.26145545334737624,0,global,gsm8k-247
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.3180867936435908,0,global,gsm8k-250
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.15313896701993268,0,global,gsm8k-255
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.06622108449635544,0,global,gsm8k-256
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.17424453407376891,0,global,gsm8k-257
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.3398909372512409,0,global,gsm8k-263
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.056332673453625214,0,global,gsm8k-264
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.4352211395652765,0,global,gsm8k-266
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.32744379748589014,0,global,gsm8k-267
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.07904460393552767,0,global,gsm8k-268
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.2632792251728666,0,global,gsm8k-269
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.021031487633496798,0,global,gsm8k-270
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.10416097031973949,0,global,gsm8k-272
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.13170841411868472,0,global,gsm8k-274
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.07907671661618398,0,global,gsm8k-275
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.18717284840320575,0,global,gsm8k-277
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.13578881946248617,0,global,gsm8k-278
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.7089222357628671,0,global,gsm8k-279
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.5334093601908598,1,global,gsm8k-28
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.1844668422031268,0,global,gsm8k-280
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.4781987786945657,0,global,gsm8k-281
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.054317554267036106,0,global,gsm8k-286
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.0018086952072716182,0,global,gsm8k-289
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.543638023087462,1,global,gsm8k-29
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.48184547464956984,0,global,gsm8k-290
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.5228365960156336,0,global,gsm8k-291
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.9351786886817268,0,global,gsm8k-292
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.06438736235939016,0,global,gsm8k-293
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.5986853167254162,0,global,gsm8k-295
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.24978522388639035,0,global,gsm8k-296
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.03934126692120389,0,global,gsm8k-297
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.1539086973860332,0,global,gsm8k-298
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.3903566629648269,0,global,gsm8k-302
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.36938453124820025,0,global,gsm8k-304
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.22754967525069497,0,global,gsm8k-305
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.2810583530060129,0,global,gsm8k-307
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.1189809736311303,0,global,gsm8k-310
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.41987048257296605,0,global,gsm8k-313
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.8335991194678523,0,global,gsm8k-314
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.7950679611711775,0,global,gsm8k-318
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.6780572308276644,0,global,gsm8k-323
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.7815762087939556,0,global,gsm8k-325
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.3380589172362771,0,global,gsm8k-329
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.14055790785116068,0,global,gsm8k-330
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.2102801168935892,0,global,gsm8k-333
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.2460018483567239,0,global,gsm8k-336
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.018089305170531922,0,global,gsm8k-344
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.6451755772201031,0,global,gsm8k-347
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.6130348439264441,0,global,gsm8k-350
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.9679700912974896,0,global,gsm8k-351
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.5490942746123431,0,global,gsm8k-354
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.3061945618724182,0,global,gsm8k-356
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.2301603793345087,0,global,gsm8k-358
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.5327229781142292,0,global,gsm8k-359
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.3404928120260701,0,global,gsm8k-360
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.31495586902857725,0,global,gsm8k-361
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.36953052114125595,0,global,gsm8k-365
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.19874741739775378,0,global,gsm8k-369
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.17524208472588518,0,global,gsm8k-370
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.3014088253828096,0,global,gsm8k-371
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.29510943248802846,0,global,gsm8k-372
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.42352857404659305,0,global,gsm8k-373
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.16391512629362678,0,global,gsm8k-374
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.974891861104771,0,global,gsm8k-378
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.5737112641841832,0,global,gsm8k-380
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.3159421450583414,0,global,gsm8k-382
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.4268771446214985,0,global,gsm8k-388
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.03701584985234957,0,global,gsm8k-389
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.1017882184964629,0,global,gsm8k-392
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.7326165890129578,0,global,gsm8k-394
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.15306951256795198,0,global,gsm8k-395
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.3037818260136408,0,global,gsm8k-396
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,1.0343875473876005,1,global,gsm8k-4
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.1112274114639753,1,global,gsm8k-42
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.37606603148805823,1,global,gsm8k-45
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.14051430721464758,1,global,gsm8k-48
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.09098658993309974,1,global,gsm8k-5
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.013834099308984195,1,global,gsm8k-50
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,1.3206357127306516,1,global,gsm8k-53
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.8903500246340004,1,global,gsm8k-54
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.09020507126126913,1,global,gsm8k-57
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.7707915774040301,1,global,gsm8k-58
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.17233486976151852,1,global,gsm8k-59
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,1.066244723252665,1,global,gsm8k-6
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,2.1250196570175817,1,global,gsm8k-60
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.39740183241228144,1,global,gsm8k-62
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.08322993557271412,1,global,gsm8k-64
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.07268259212116465,1,global,gsm8k-65
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.45289074679134045,1,global,gsm8k-68
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.20143109951233246,1,global,gsm8k-69
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.17900013909351029,1,global,gsm8k-7
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.22807511218274368,1,global,gsm8k-70
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.05384515776583372,1,global,gsm8k-76
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.40969733058416996,1,global,gsm8k-78
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.3643475045976401,1,global,gsm8k-8
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.27604574042631896,1,global,gsm8k-80
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.8105878692742681,1,global,gsm8k-81
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.22097105116025761,1,global,gsm8k-82
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.13561902137067527,1,global,gsm8k-86
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.26664756710576326,1,global,gsm8k-87
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.06543852982109616,1,global,gsm8k-88
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.4248073998118558,1,global,gsm8k-90
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.09406157306642407,1,global,gsm8k-92
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.5388239962637311,1,global,gsm8k-93
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,-0.2976126583202298,1,global,gsm8k-94
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.5196155551362311,1,global,gsm8k-96
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.5452911858251123,1,global,gsm8k-97
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.0059271271280420534,1,global,gsm8k-98
a_one_shared__w1.00__peak,final,gsm8k,,qwen3_4b,,0.1445723305542687,1,global,gsm8k-99
a_one_shared__w1.00__peak,final,gsm8k,2,qwen3_4b,2,0.29640360137372795,1,local,gsm8k-0
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,-1,-0.4232374502295812,1,local,gsm8k-1
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,0.7110543586628634,2,local,gsm8k-100
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,1,1.433911501765626,1,local,gsm8k-102
a_one_shared__w1.00__peak,final,gsm8k,2,qwen3_4b,2,0.4636407461491482,2,local,gsm8k-104
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,0.7466709385208549,1,local,gsm8k-106
a_one_shared__w1.00__peak,final,gsm8k,8,qwen3_4b,8,1.0574460041830385,1,local,gsm8k-108
a_one_shared__w1.00__peak,final,gsm8k,2,qwen3_4b,2,0.42737686005591824,1,local,gsm8k-109
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,-0.2645511746980016,0,local,gsm8k-115
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,1,0.5928905491400299,3,local,gsm8k-116
a_one_shared__w1.00__peak,final,gsm8k,5,qwen3_4b,5,0.9406529752706347,1,local,gsm8k-119
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,-1,-0.3934835927166687,0,local,gsm8k-122
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,-0.07274844927485002,1,local,gsm8k-123
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,-0.2824672035373962,0,local,gsm8k-126
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,0.44877267816569566,1,local,gsm8k-13
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,0.10610623696103177,2,local,gsm8k-130
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,1,0.49926790769607415,1,local,gsm8k-131
a_one_shared__w1.00__peak,final,gsm8k,2,qwen3_4b,2,0.42829209729687895,1,local,gsm8k-132
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,-0.1641199338019238,3,local,gsm8k-133
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,1,0.34588471365711293,1,local,gsm8k-134
a_one_shared__w1.00__peak,final,gsm8k,4,qwen3_4b,4,1.7737610200167795,2,local,gsm8k-137
a_one_shared__w1.00__peak,final,gsm8k,2,qwen3_4b,2,0.5318956838133919,1,local,gsm8k-144
a_one_shared__w1.00__peak,final,gsm8k,3,qwen3_4b,3,0.31996141905181386,3,local,gsm8k-149
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,-1,-0.31398517747464527,2,local,gsm8k-15
a_one_shared__w1.00__peak,final,gsm8k,3,qwen3_4b,3,0.4771943677118254,5,local,gsm8k-150
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,1,-0.2177455505888266,5,local,gsm8k-151
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,0.24870749438010037,0,local,gsm8k-157
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,-0.004376373367387949,0,local,gsm8k-159
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,-1,-0.35639260335902456,2,local,gsm8k-160
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,0.6057380033999595,2,local,gsm8k-163
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,1,-0.00852129401769208,2,local,gsm8k-165
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,1,0.7257007051445098,0,local,gsm8k-17
a_one_shared__w1.00__peak,final,gsm8k,2,qwen3_4b,2,0.20877817179224975,1,local,gsm8k-170
a_one_shared__w1.00__peak,final,gsm8k,2,qwen3_4b,2,0.4354069232955691,2,local,gsm8k-171
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,0.45866043378190263,0,local,gsm8k-173
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,1,0.19401004213223252,0,local,gsm8k-175
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,-1,-0.3109848213974084,1,local,gsm8k-179
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,0.00796193067418341,3,local,gsm8k-18
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,0.18352743523171294,2,local,gsm8k-184
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,-0.14832644445241516,3,local,gsm8k-185
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,-0.03506338282162991,2,local,gsm8k-187
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,0.44674281529921467,0,local,gsm8k-188
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,0.4034902094048419,3,local,gsm8k-189
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,0.35478240346976975,0,local,gsm8k-19
a_one_shared__w1.00__peak,final,gsm8k,3,qwen3_4b,3,1.0814100969182614,1,local,gsm8k-191
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,0.06438451105917228,3,local,gsm8k-193
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,1,-0.1899088915375749,2,local,gsm8k-196
a_one_shared__w1.00__peak,final,gsm8k,2,qwen3_4b,2,0.7685776625551748,0,local,gsm8k-20
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,1,-0.01789636731424383,-1,local,gsm8k-206
a_one_shared__w1.00__peak,final,gsm8k,4,qwen3_4b,4,1.3352274261776107,4,local,gsm8k-208
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,-1,-0.5213607121017239,5,local,gsm8k-21
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,-1,-0.6772416530161582,-1,local,gsm8k-210
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,-1,-0.5763729468804972,-1,local,gsm8k-213
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,-1,-0.3669981097319813,-1,local,gsm8k-214
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,1,0.3742249728014493,-1,local,gsm8k-216
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,1,-0.06371304775765554,-1,local,gsm8k-220
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,0.07645290213804781,-1,local,gsm8k-226
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,1,-0.11759215152731524,-1,local,gsm8k-227
a_one_shared__w1.00__peak,final,gsm8k,2,qwen3_4b,2,-0.1655937191039319,-1,local,gsm8k-228
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,-1,-0.3820552521313615,-1,local,gsm8k-229
a_one_shared__w1.00__peak,final,gsm8k,4,qwen3_4b,4,0.7584083199128968,1,local,gsm8k-23
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,0.22127242165872962,-1,local,gsm8k-231
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,-0.17829521946827792,-1,local,gsm8k-234
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,1,-0.23906880745868642,-1,local,gsm8k-236
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,-1,-0.4099611029386864,-1,local,gsm8k-237
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,-1,-0.50145189423624,-1,local,gsm8k-239
a_one_shared__w1.00__peak,final,gsm8k,2,qwen3_4b,2,-0.1311932889625085,-1,local,gsm8k-242
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,1,0.09952907002931871,-1,local,gsm8k-243
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,-0.26145545334737624,-1,local,gsm8k-247
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,-1,-0.3180867936435908,-1,local,gsm8k-250
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,-0.15313896701993268,-1,local,gsm8k-255
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,-0.06622108449635544,-1,local,gsm8k-256
a_one_shared__w1.00__peak,final,gsm8k,0,qwen3_4b,0,-0.17424453407376891,-1,local,gsm8k-257
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,-1,-0.3398909372512409,-1,local,gsm8k-263
a_one_shared__w1.00__peak,final,gsm8k,1,qwen3_4b,1,-0.056332673453625214,1,local,gsm8k-264
