world,replicate,seed,config,model_seed,epoch,loss,training_loss,validation_loss,orthogonality_error,alpha_entropy,validation_orthogonality_error,validation_alpha_entropy,gradient_norm,learning_rate
conditional_corruption,1,4110001,base,11,4,0.05133524909615517,0.01078728772699833,0.05133524909615517,0.4419478476047516,1.3862556219100952,2.7699451266016695e-07,1.3862481117248535,0.09009677171707153,0.001
conditional_corruption,1,4110001,base,11,5,0.05154597759246826,0.013192502781748772,0.05154597759246826,0.729970395565033,1.3862556219100952,3.3909057606251736e-07,1.3862489461898804,0.11660575866699219,0.001
conditional_corruption,1,4110001,base,11,6,0.05163755267858505,0.006018281448632479,0.05163755267858505,0.4949909448623657,1.386260986328125,1.4488061594875035e-07,1.3862495422363281,0.05602071061730385,0.001
global_corruption,0,4120000,base,11,1,0.030364545062184334,0.0054418486542999744,0.030364545062184334,0.11277047544717789,1.3862444162368774,1.2350847100606188e-07,1.3862565755844116,0.05122055858373642,0.001
global_corruption,0,4120000,base,11,2,0.033771682530641556,0.0064023216255009174,0.033771682530641556,0.15033259987831116,1.3862377405166626,2.8106268246119726e-07,1.3862565755844116,0.06254095584154129,0.001
global_corruption,0,4120000,base,11,3,0.03712032362818718,0.005940696690231562,0.03712032362818718,0.31133460998535156,1.3862401247024536,1.692766460337225e-07,1.3862560987472534,0.056598465889692307,0.001
global_corruption,0,4120000,base,11,4,0.03963064029812813,0.006335137877613306,0.03963064029812813,0.23244433104991913,1.3862335681915283,2.1048431619874464e-07,1.3862552642822266,0.074366495013237,0.001
global_corruption,0,4120000,base,11,5,0.040855783969163895,0.009105052798986435,0.040855783969163895,0.3008278012275696,1.3862395286560059,2.385479547228897e-07,1.3862545490264893,0.10072311013936996,0.001
global_corruption,0,4120000,base,11,6,0.040769774466753006,0.008639580570161343,0.040769774466753006,0.34453442692756653,1.3862242698669434,3.7391060914160335e-07,1.3862533569335938,0.11336565017700195,0.001
global_corruption,1,4120001,base,11,1,0.03655640035867691,0.005322270095348358,0.03655640035867691,0.3053378760814667,1.3862522840499878,2.6686623755267647e-07,1.386250376701355,0.05085478350520134,0.001
global_corruption,1,4120001,base,11,2,0.03777356818318367,0.0054601761512458324,0.03777356818318367,0.2252575010061264,1.3862532377243042,1.1920936060505483e-07,1.386250376701355,0.04855231195688248,0.001
global_corruption,1,4120001,base,11,3,0.03966071829199791,0.0075429221615195274,0.03966071829199791,0.6568873524665833,1.3862457275390625,1.6547738823646796e-07,1.3862497806549072,0.08328484743833542,0.001
global_corruption,1,4120001,base,11,4,0.04128644987940788,0.008692716248333454,0.04128644987940788,0.9845795035362244,1.3862489461898804,5.8739050956546635e-08,1.3862487077713013,0.09840748459100723,0.001
global_corruption,1,4120001,base,11,5,0.042393311858177185,0.007305010221898556,0.042393311858177185,0.2917282283306122,1.3862462043762207,1.530724205167644e-07,1.3862473964691162,0.0673464834690094,0.001
global_corruption,1,4120001,base,11,6,0.04284089803695679,0.008351515047252178,0.04284089803695679,0.5880488753318787,1.3862414360046387,3.5177359336557856e-07,1.386245608329773,0.09584411978721619,0.001
view_specific_nuisance,0,4130000,base,11,1,0.048708513379096985,0.009929410181939602,0.048708513379096985,0.40878212451934814,1.386252522468567,1.531526407916317e-07,1.3862570524215698,0.07936189323663712,0.001
view_specific_nuisance,0,4130000,base,11,2,0.04897764325141907,0.007583796512335539,0.04897764325141907,0.3774080276489258,1.3862553834915161,1.8850668936920556e-07,1.3862590789794922,0.06271892786026001,0.001
view_specific_nuisance,0,4130000,base,11,3,0.04903149977326393,0.009006300941109657,0.04903149977326393,0.32277968525886536,1.3862587213516235,1.1429865054424226e-07,1.386261224746704,0.07479239255189896,0.001
view_specific_nuisance,0,4130000,base,11,4,0.0482170507311821,0.006960419937968254,0.0482170507311821,0.2572034001350403,1.3862590789794922,1.3652407915287768e-07,1.3862630128860474,0.07104367017745972,0.001
view_specific_nuisance,0,4130000,base,11,5,0.04685604199767113,0.007275513373315334,0.04685604199767113,0.2543856203556061,1.386257529258728,1.2300861840230937e-07,1.3862642049789429,0.06371662020683289,0.001
view_specific_nuisance,0,4130000,base,11,6,0.04465078189969063,0.007567944936454296,0.04465078189969063,0.07047179341316223,1.3862605094909668,2.9036206683485943e-07,1.3862653970718384,0.08450724929571152,0.001
view_specific_nuisance,0,4130000,base,11,7,0.04279344156384468,0.00880257785320282,0.04279344156384468,0.21396896243095398,1.3862627744674683,3.783358124564984e-07,1.3862665891647339,0.09768597781658173,0.001
view_specific_nuisance,0,4130000,base,11,8,0.04235938563942909,0.009166833944618702,0.04235938563942909,0.6206146478652954,1.3862608671188354,1.5435981026712398e-07,1.3862677812576294,0.12581337988376617,0.001
view_specific_nuisance,0,4130000,base,11,9,0.041654977947473526,0.011075363494455814,0.041654977947473526,0.6867359280586243,1.386263132095337,1.3962508660370077e-07,1.3862683773040771,0.1462654173374176,0.001
view_specific_nuisance,0,4130000,base,11,10,0.0406653955578804,0.005765919573605061,0.0406653955578804,0.4322321116924286,1.3862674236297607,2.517310804250883e-07,1.3862688541412354,0.08580043166875839,0.001
view_specific_nuisance,0,4130000,base,11,11,0.041808322072029114,0.013696081005036831,0.041808322072029114,0.6713576316833496,1.386263132095337,1.3853342295533366e-07,1.3862693309783936,0.2188461571931839,0.001
view_specific_nuisance,0,4130000,base,11,12,0.0417095348238945,0.010632667690515518,0.0417095348238945,0.2931091785430908,1.3862650394439697,1.6379345879613538e-07,1.3862699270248413,0.2020103931427002,0.001
view_specific_nuisance,1,4130001,base,11,1,0.038065049797296524,0.006137967109680176,0.038065049797296524,0.28220194578170776,1.386252522468567,2.482762226918567e-07,1.3862487077713013,0.05730593204498291,0.001
view_specific_nuisance,1,4130001,base,11,2,0.036857035011053085,0.007891018874943256,0.036857035011053085,0.6145122051239014,1.3862515687942505,2.889233883252018e-07,1.3862502574920654,0.08582748472690582,0.001
view_specific_nuisance,1,4130001,base,11,3,0.03584164381027222,0.005402798298746347,0.03584164381027222,0.4002526104450226,1.3862553834915161,3.0816752882856235e-07,1.38625168800354,0.05675875395536423,0.001
view_specific_nuisance,1,4130001,base,11,4,0.03477632626891136,0.004497258458286524,0.03477632626891136,0.36087071895599365,1.386251449584961,1.7768314819477382e-07,1.3862528800964355,0.05488383397459984,0.001
view_specific_nuisance,1,4130001,base,11,5,0.03343610465526581,0.008356750942766666,0.03343610465526581,0.1606784462928772,1.3862543106079102,1.0356384194665225e-07,1.3862539529800415,0.09909103810787201,0.001
view_specific_nuisance,1,4130001,base,11,6,0.03223494067788124,0.007076984271407127,0.03223494067788124,0.35552823543548584,1.3862552642822266,1.6685201842392416e-07,1.3862546682357788,0.07690628618001938,0.001
view_specific_nuisance,1,4130001,base,11,7,0.03207482770085335,0.008626671507954597,0.03207482770085335,0.12341340631246567,1.3862574100494385,2.5045764573405904e-07,1.386255145072937,0.10967783629894257,0.001
view_specific_nuisance,1,4130001,base,11,8,0.03233882784843445,0.012858323752880096,0.03233882784843445,0.5508963465690613,1.3862590789794922,2.8561274234562006e-07,1.3862553834915161,0.1519564986228943,0.001
view_specific_nuisance,1,4130001,base,11,9,0.033264316618442535,0.006979220546782017,0.033264316618442535,0.22941850125789642,1.3862565755844116,1.3556646649703907e-07,1.3862557411193848,0.1074894592165947,0.001
view_specific_nuisance,1,4130001,base,11,10,0.03515271097421646,0.015678754076361656,0.03515271097421646,0.8337224125862122,1.386248230934143,1.7947540698060038e-07,1.3862557411193848,0.28302299976348877,0.001
view_specific_nuisance,1,4130001,base,11,11,0.037312593311071396,0.006633926648646593,0.037312593311071396,0.3109370768070221,1.3862590789794922,1.3439765211842314e-07,1.3862553834915161,0.10905222594738007,0.001
view_specific_nuisance,1,4130001,base,11,12,0.039098549634218216,0.008357965387403965,0.039098549634218216,0.1662207692861557,1.386256456375122,1.6885375941910752e-07,1.386255145072937,0.1571645736694336,0.001
shared_nuisance,0,4140000,base,11,1,0.008002893067896366,0.0013264602748677135,0.008002893067896366,0.34519046545028687,1.386253833770752,6.132987095952558e-08,1.3862582445144653,0.014045950956642628,0.001
shared_nuisance,0,4140000,base,11,2,0.010262240655720234,0.0012417201651260257,0.010262240655720234,0.10373618453741074,1.386255145072937,2.637334830524196e-07,1.3862603902816772,0.01556615810841322,0.001
shared_nuisance,0,4140000,base,11,3,0.012937131337821484,0.0016747359186410904,0.012937131337821484,0.2022552788257599,1.3862600326538086,1.3309472990385984e-07,1.3862621784210205,0.0223673265427351,0.001
shared_nuisance,0,4140000,base,11,4,0.01620662212371826,0.001589026884175837,0.01620662212371826,0.14768558740615845,1.38626229763031,2.642050844769983e-07,1.3862636089324951,0.02429267205297947,0.001
shared_nuisance,0,4140000,base,11,5,0.019664935767650604,0.0012734276242554188,0.019664935767650604,0.20091459155082703,1.3862664699554443,1.1917047260112668e-07,1.3862649202346802,0.020871996879577637,0.001
shared_nuisance,0,4140000,base,11,6,0.022411072626709938,0.0013045505620539188,0.022411072626709938,0.23224739730358124,1.3862690925598145,2.7857552709065203e-07,1.3862662315368652,0.019825270399451256,0.001
shared_nuisance,1,4140001,base,11,1,0.01771293580532074,0.002287590177729726,0.01771293580532074,0.9028909206390381,1.3862462043762207,1.7375161576183018e-07,1.386259913444519,0.025789441540837288,0.001
shared_nuisance,1,4140001,base,11,2,0.01725313998758793,0.0017830095021054149,0.01725313998758793,0.5284391045570374,1.3862524032592773,1.1227003682279246e-07,1.386262059211731,0.020030854269862175,0.001
shared_nuisance,1,4140001,base,11,3,0.017095252871513367,0.001949541037902236,0.017095252871513367,0.608105480670929,1.3862577676773071,1.742547368621672e-07,1.3862640857696533,0.022788602858781815,0.001
shared_nuisance,1,4140001,base,11,4,0.01676509529352188,0.0014344900846481323,0.01676509529352188,0.4006156325340271,1.3862624168395996,1.1925450849048502e-07,1.3862659931182861,0.018800461664795876,0.001
shared_nuisance,1,4140001,base,11,5,0.01663837395608425,0.0012787423329427838,0.01663837395608425,0.3916792571544647,1.3862630128860474,1.3331887771528272e-07,1.3862674236297607,0.015403096564114094,0.001
shared_nuisance,1,4140001,base,11,6,0.016585271805524826,0.00171668641269207,0.016585271805524826,0.24328595399856567,1.3862614631652832,9.353451702054372e-08,1.3862684965133667,0.02194083109498024,0.001
shared_nuisance,1,4140001,base,11,7,0.017493175342679024,0.0015803180867806077,0.017493175342679024,0.1798757165670395,1.3862659931182861,2.7118380785395857e-07,1.3862690925598145,0.02231367491185665,0.001
shared_nuisance,1,4140001,base,11,8,0.019380437210202217,0.0034357623662799597,0.019380437210202217,0.4984414577484131,1.386263132095337,2.042683320269134e-07,1.386269211769104,0.042625583708286285,0.001
shared_nuisance,1,4140001,base,11,9,0.020289257168769836,0.003493898082524538,0.020289257168769836,0.10962206870317459,1.3862608671188354,1.4220478306015139e-07,1.3862693309783936,0.05063747987151146,0.001
shared_nuisance,1,4140001,base,11,10,0.021065110340714455,0.003293051151558757,0.021065110340714455,0.11765902489423752,1.3862642049789429,1.6075196640485956e-07,1.3862690925598145,0.06065792590379715,0.001
shared_nuisance,1,4140001,base,11,11,0.023871159180998802,0.0027956212870776653,0.023871159180998802,0.3506603538990021,1.3862580060958862,3.1306225878324767e-07,1.3862683773040771,0.054752204567193985,0.001
pure_noise,0,4150000,base,11,1,0.05320747569203377,0.010589596815407276,0.05320747569203377,0.46869581937789917,1.3862470388412476,3.405690165436681e-07,1.3862515687942505,0.06982336193323135,0.001
pure_noise,0,4150000,base,11,2,0.05253548547625542,0.011870342306792736,0.05253548547625542,0.397718608379364,1.3862478733062744,1.6872542119017453e-07,1.3862512111663818,0.0934649333357811,0.001
pure_noise,0,4150000,base,11,3,0.0519920252263546,0.010459857992827892,0.0519920252263546,0.06689430773258209,1.3862457275390625,1.250196959290406e-07,1.3862507343292236,0.07788033038377762,0.001
pure_noise,0,4150000,base,11,4,0.051461800932884216,0.007670274935662746,0.051461800932884216,0.2513303756713867,1.3862489461898804,1.3480737948157184e-07,1.386250376701355,0.06476374715566635,0.001
pure_noise,0,4150000,base,11,5,0.050757747143507004,0.0076561602763831615,0.050757747143507004,0.46321654319763184,1.3862504959106445,2.1127666727238648e-08,1.3862497806549072,0.060513176023960114,0.001
pure_noise,0,4150000,base,11,6,0.050073668360710144,0.009120522998273373,0.050073668360710144,0.5620071291923523,1.3862475156784058,1.3329808723483438e-07,1.3862495422363281,0.08654199540615082,0.001
pure_noise,0,4150000,base,11,7,0.049579523503780365,0.013298328034579754,0.049579523503780365,0.5366799831390381,1.3862520456314087,5.961932458831143e-08,1.3862494230270386,0.14345683157444,0.001
pure_noise,0,4150000,base,11,8,0.04915773496031761,0.009670009836554527,0.04915773496031761,0.275808721780777,1.3862508535385132,1.1921956399874034e-07,1.386249303817749,0.11717433482408524,0.001
pure_noise,0,4150000,base,11,9,0.04851340129971504,0.009365069679915905,0.04851340129971504,0.3602726459503174,1.3862497806549072,1.4491850208742107e-07,1.386249303817749,0.0968465581536293,0.001
pure_noise,0,4150000,base,11,10,0.04817047342658043,0.010497109033167362,0.04817047342658043,0.3699263334274292,1.3862513303756714,1.6747954134643805e-07,1.3862494230270386,0.10487449169158936,0.001
pure_noise,0,4150000,base,11,11,0.047768592834472656,0.00943469163030386,0.047768592834472656,0.06591608375310898,1.3862533569335938,1.6884713716081023e-07,1.3862495422363281,0.1273927390575409,0.001
pure_noise,0,4150000,base,11,12,0.04689904674887657,0.012116339057683945,0.04689904674887657,0.44393232464790344,1.3862508535385132,1.705107735006095e-07,1.3862497806549072,0.181979238986969,0.001
pure_noise,1,4150001,base,11,1,0.06196936219930649,0.014492071233689785,0.06196936219930649,1.0258597135543823,1.3862532377243042,1.700944949334371e-07,1.386255145072937,0.09765959531068802,0.001
pure_noise,1,4150001,base,11,2,0.061128705739974976,0.008703714236617088,0.061128705739974976,0.31915992498397827,1.3862494230270386,7.458852735453547e-08,1.3862552642822266,0.057063933461904526,0.001
pure_noise,1,4150001,base,11,3,0.06019114702939987,0.01026212889701128,0.06019114702939987,0.05622640252113342,1.3862520456314087,8.929871597729289e-08,1.3862553834915161,0.08371532708406448,0.001
pure_noise,1,4150001,base,11,4,0.059220343828201294,0.00665671844035387,0.059220343828201294,0.42541101574897766,1.3862521648406982,3.5756746452619836e-09,1.3862552642822266,0.052402839064598083,0.001
pure_noise,1,4150001,base,11,5,0.05825701728463173,0.009894847869873047,0.05825701728463173,0.2319430261850357,1.386245608329773,1.3880990934467263e-07,1.3862552642822266,0.09494093805551529,0.001
pure_noise,1,4150001,base,11,6,0.05716917663812637,0.008267572149634361,0.05716917663812637,0.22729600965976715,1.3862515687942505,1.7390050288668135e-07,1.386255145072937,0.08403386920690536,0.001
pure_noise,1,4150001,base,11,7,0.05605505779385567,0.010032961145043373,0.05605505779385567,0.10557473450899124,1.3862488269805908,1.2734494703181554e-07,1.3862547874450684,0.08609763532876968,0.001
pure_noise,1,4150001,base,11,8,0.05492626875638962,0.007569922134280205,0.05492626875638962,0.4586620628833771,1.3862453699111938,6.283443809707023e-08,1.3862545490264893,0.08963741362094879,0.001
pure_noise,1,4150001,base,11,9,0.053908850997686386,0.008574448525905609,0.053908850997686386,0.34943822026252747,1.3862501382827759,1.685906028114914e-07,1.3862541913986206,0.08256892114877701,0.001
pure_noise,1,4150001,base,11,10,0.05302916839718819,0.015581049025058746,0.05302916839718819,0.7866347432136536,1.3862509727478027,2.678550288237602e-07,1.3862541913986206,0.16490910947322845,0.001
pure_noise,1,4150001,base,11,11,0.052517350763082504,0.009058895520865917,0.052517350763082504,0.2971189618110657,1.3862468004226685,2.7401335955801187e-07,1.3862539529800415,0.13085736334323883,0.001
pure_noise,1,4150001,base,11,12,0.05212695896625519,0.00848978292196989,0.05212695896625519,0.212412029504776,1.3862476348876953,1.1215809792020082e-07,1.3862539529800415,0.16194996237754822,0.001
