cell,layer,metric,module,auroc,spearman_to_anchor,label_use
gsm8k_t1.0,10,lens_logp_tgt,attn,0.5218314504823947,0.003178504064464991,evaluation_only
gsm8k_t1.0,11,lens_logp_tgt,attn,0.49202193452626375,0.14494346332147331,evaluation_only
gsm8k_t1.0,12,lens_logp_tgt,attn,0.48227096561391936,-0.09385383660713056,evaluation_only
gsm8k_t1.0,13,lens_logp_tgt,attn,0.5062051620351282,-0.07914269586236874,evaluation_only
gsm8k_t1.0,14,lens_logp_tgt,attn,0.4638410159149006,0.034264924837391894,evaluation_only
gsm8k_t1.0,15,lens_logp_tgt,attn,0.5463634864352273,0.2554636715699869,evaluation_only
gsm8k_t1.0,16,lens_logp_tgt,attn,0.551558505813474,0.20940048895523677,evaluation_only
gsm8k_t1.0,17,lens_logp_tgt,attn,0.5415189247134493,0.14917628940800226,evaluation_only
gsm8k_t1.0,18,lens_logp_tgt,attn,0.6131772078832356,0.09416459657259293,evaluation_only
gsm8k_t1.0,19,lens_logp_tgt,attn,0.5593098045683187,0.3849650198355332,evaluation_only
gsm8k_t1.0,20,lens_logp_tgt,attn,0.5811000247381874,0.46859180498435377,evaluation_only
gsm8k_t1.0,21,lens_logp_tgt,attn,0.5376020450235013,0.19408277622725598,evaluation_only
gsm8k_t1.0,22,lens_logp_tgt,attn,0.5386740331491713,0.2513219099543498,evaluation_only
gsm8k_t1.0,23,lens_logp_tgt,attn,0.6209078914818174,0.38110048364478166,evaluation_only
gsm8k_t1.0,24,lens_logp_tgt,attn,0.5853055166158159,0.27492176912894767,evaluation_only
gsm8k_t1.0,25,lens_logp_tgt,attn,0.5733693411396058,0.2908090773379278,evaluation_only
gsm8k_t1.0,26,lens_logp_tgt,attn,0.5552280036282675,0.25049043036321544,evaluation_only
gsm8k_t1.0,27,lens_logp_tgt,attn,0.5745237898903274,0.41360400919692153,evaluation_only
gsm8k_t1.0,28,lens_logp_tgt,attn,0.5753071658283171,0.21158937987652207,evaluation_only
gsm8k_t1.0,29,lens_logp_tgt,attn,0.6019419477199638,0.4802381247406236,evaluation_only
gsm8k_t1.0,30,lens_logp_tgt,attn,0.6342665127401667,0.48396734266793334,evaluation_only
gsm8k_t1.0,31,lens_logp_tgt,attn,0.6713944091696216,0.43503444911895617,evaluation_only
gsm8k_t1.0,0,lens_logp_top1,attn,0.49938154531211343,-0.006818919381390986,evaluation_only
gsm8k_t1.0,1,lens_logp_top1,attn,0.4698400263874,-0.00745853419638063,evaluation_only
gsm8k_t1.0,2,lens_logp_top1,attn,0.5070709985981694,-0.292184681893905,evaluation_only
gsm8k_t1.0,3,lens_logp_top1,attn,0.586006431928754,0.1071806203791665,evaluation_only
gsm8k_t1.0,4,lens_logp_top1,attn,0.5667931062917457,0.08823065470044116,evaluation_only
gsm8k_t1.0,5,lens_logp_top1,attn,0.5641337511338336,0.10015390485631286,evaluation_only
gsm8k_t1.0,6,lens_logp_top1,attn,0.5015255215634534,0.013042871107387237,evaluation_only
gsm8k_t1.0,7,lens_logp_top1,attn,0.5222025232951266,0.17511019194344954,evaluation_only
gsm8k_t1.0,8,lens_logp_top1,attn,0.5839243011462026,0.12469164940768755,evaluation_only
gsm8k_t1.0,9,lens_logp_top1,attn,0.4536571287210358,-0.007456370677633739,evaluation_only
gsm8k_t1.0,10,lens_logp_top1,attn,0.47588026717242515,-0.09098117542006684,evaluation_only
gsm8k_t1.0,11,lens_logp_top1,attn,0.5694730766059206,0.06954503167588129,evaluation_only
gsm8k_t1.0,12,lens_logp_top1,attn,0.5938608064649129,0.1860162932629993,evaluation_only
gsm8k_t1.0,13,lens_logp_top1,attn,0.5415601550259751,0.062472980601104185,evaluation_only
gsm8k_t1.0,14,lens_logp_top1,attn,0.5430856765894285,0.009784808558093428,evaluation_only
gsm8k_t1.0,15,lens_logp_top1,attn,0.5260163272037602,0.11707980040556142,evaluation_only
gsm8k_t1.0,16,lens_logp_top1,attn,0.4776119402985075,-0.07422128076376146,evaluation_only
gsm8k_t1.0,17,lens_logp_top1,attn,0.6257524532035953,0.12255596137922355,evaluation_only
gsm8k_t1.0,18,lens_logp_top1,attn,0.5135853879772408,-0.09455530838992901,evaluation_only
gsm8k_t1.0,19,lens_logp_top1,attn,0.5256246392347654,0.22051458309977165,evaluation_only
gsm8k_t1.0,20,lens_logp_top1,attn,0.4170652263544157,-0.21157492363762243,evaluation_only
gsm8k_t1.0,21,lens_logp_top1,attn,0.5058340892223964,0.01156361433508185,evaluation_only
gsm8k_t1.0,22,lens_logp_top1,attn,0.46095489403809686,-0.16594090446884632,evaluation_only
gsm8k_t1.0,23,lens_logp_top1,attn,0.3539828481899893,-0.32578668491889756,evaluation_only
gsm8k_t1.0,24,lens_logp_top1,attn,0.37257771913911114,-0.2227316981065277,evaluation_only
gsm8k_t1.0,25,lens_logp_top1,attn,0.36328028366455023,-0.3881365416349514,evaluation_only
gsm8k_t1.0,26,lens_logp_top1,attn,0.5085140595365713,-0.034612661305073844,evaluation_only
gsm8k_t1.0,27,lens_logp_top1,attn,0.46229487919518436,-0.27406629414807515,evaluation_only
gsm8k_t1.0,28,lens_logp_top1,attn,0.4883524367114702,-0.12528425686081296,evaluation_only
gsm8k_t1.0,29,lens_logp_top1,attn,0.4720870784200545,-0.05003992675505624,evaluation_only
gsm8k_t1.0,30,lens_logp_top1,attn,0.5410860064319287,-0.03982182439701749,evaluation_only
gsm8k_t1.0,31,lens_logp_top1,attn,0.3557557516285974,-0.418830382097079,evaluation_only
gsm8k_t1.0,0,lens_kl_final,attn,0.20652263544157665,-0.8605486993453564,evaluation_only
gsm8k_t1.0,1,lens_kl_final,attn,0.20703801434814875,-0.8646098487307028,evaluation_only
gsm8k_t1.0,2,lens_kl_final,attn,0.20666694153541687,-0.8716112904209223,evaluation_only
gsm8k_t1.0,3,lens_kl_final,attn,0.20707924466067454,-0.861745666121501,evaluation_only
gsm8k_t1.0,4,lens_kl_final,attn,0.2082130782551332,-0.8684362283181002,evaluation_only
gsm8k_t1.0,5,lens_kl_final,attn,0.20650202028531378,-0.8552795757929786,evaluation_only
gsm8k_t1.0,6,lens_kl_final,attn,0.20889337841180838,-0.8617279434180842,evaluation_only
gsm8k_t1.0,7,lens_kl_final,attn,0.20334790137709244,-0.8473167450450503,evaluation_only
gsm8k_t1.0,8,lens_kl_final,attn,0.20835738434897336,-0.8556596667001027,evaluation_only
gsm8k_t1.0,9,lens_kl_final,attn,0.2060278716912674,-0.8603253932195323,evaluation_only
gsm8k_t1.0,10,lens_kl_final,attn,0.2056567988785355,-0.8615164102896951,evaluation_only
gsm8k_t1.0,11,lens_kl_final,attn,0.2049558835655974,-0.856296822971062,evaluation_only
gsm8k_t1.0,12,lens_kl_final,attn,0.20613094747258187,-0.8658681528532918,evaluation_only
gsm8k_t1.0,13,lens_kl_final,attn,0.20916137544322583,-0.8677943516426024,evaluation_only
gsm8k_t1.0,14,lens_kl_final,attn,0.20345097715840688,-0.8564545631560624,evaluation_only
gsm8k_t1.0,15,lens_kl_final,attn,0.20786262059866412,-0.8623766056751063,evaluation_only
gsm8k_t1.0,16,lens_kl_final,attn,0.20495588356559744,-0.8656873794084152,evaluation_only
gsm8k_t1.0,17,lens_kl_final,attn,0.21658283169786427,-0.8722668366012301,evaluation_only
gsm8k_t1.0,18,lens_kl_final,attn,0.22219015420136884,-0.8637626344577729,evaluation_only
gsm8k_t1.0,19,lens_kl_final,attn,0.19732827574833017,-0.811314219628622,evaluation_only
gsm8k_t1.0,20,lens_kl_final,attn,0.19908056403067537,-0.7599524812609774,evaluation_only
gsm8k_t1.0,21,lens_kl_final,attn,0.24208377999505235,-0.7411208207210025,evaluation_only
gsm8k_t1.0,22,lens_kl_final,attn,0.2577100684423188,-0.6903210071769816,evaluation_only
gsm8k_t1.0,23,lens_kl_final,attn,0.2582254473488909,-0.6920690319827075,evaluation_only
gsm8k_t1.0,24,lens_kl_final,attn,0.21116104560072566,-0.6586331281924194,evaluation_only
gsm8k_t1.0,25,lens_kl_final,attn,0.2107281273192051,-0.7419021460139134,evaluation_only
gsm8k_t1.0,26,lens_kl_final,attn,0.2115321184134576,-0.7769588203709058,evaluation_only
gsm8k_t1.0,27,lens_kl_final,attn,0.2491960089057475,-0.6361922266738259,evaluation_only
gsm8k_t1.0,28,lens_kl_final,attn,0.23227096561391936,-0.7547348607775686,evaluation_only
gsm8k_t1.0,29,lens_kl_final,attn,0.21563453450977155,-0.6034513041100955,evaluation_only
gsm8k_t1.0,30,lens_kl_final,attn,0.24583573843489734,-0.6474432125499822,evaluation_only
gsm8k_t1.0,31,lens_kl_final,attn,0.23526016327203764,-0.7962337072287095,evaluation_only
gsm8k_t1.0,0,lens_H,mlp,0.5311288859569555,0.0930922780082253,evaluation_only
gsm8k_t1.0,1,lens_H,mlp,0.45600725653500457,-0.04585096109403242,evaluation_only
gsm8k_t1.0,2,lens_H,mlp,0.4896305763997691,-0.09800002360202269,evaluation_only
gsm8k_t1.0,3,lens_H,mlp,0.5127401665704626,0.03181346141364314,evaluation_only
gsm8k_t1.0,4,lens_H,mlp,0.5269852395481157,-0.054649157276237044,evaluation_only
gsm8k_t1.0,5,lens_H,mlp,0.5677001731673126,0.008454736237562226,evaluation_only
gsm8k_t1.0,6,lens_H,mlp,0.695060608559413,0.2829588479065989,evaluation_only
gsm8k_t1.0,7,lens_H,mlp,0.6712088727632556,0.39767697091640747,evaluation_only
gsm8k_t1.0,8,lens_H,mlp,0.6737857672961161,0.4054311204470223,evaluation_only
gsm8k_t1.0,9,lens_H,mlp,0.5825018553640636,0.07601749490140981,evaluation_only
gsm8k_t1.0,10,lens_H,mlp,0.6443060938401912,0.27603834827238977,evaluation_only
gsm8k_t1.0,11,lens_H,mlp,0.6535313762678321,0.2705485801329426,evaluation_only
gsm8k_t1.0,12,lens_H,mlp,0.5748948627030592,0.04727072110079834,evaluation_only
gsm8k_t1.0,13,lens_H,mlp,0.6882782221489239,0.3589555013107852,evaluation_only
gsm8k_t1.0,14,lens_H,mlp,0.27183145048239465,-0.44635673277199855,evaluation_only
gsm8k_t1.0,15,lens_H,mlp,0.39993403149995876,-0.323167647134026,evaluation_only
gsm8k_t1.0,16,lens_H,mlp,0.38480250680300154,-0.274627235554087,evaluation_only
gsm8k_t1.0,17,lens_H,mlp,0.4067782633792364,-0.2951675841952988,evaluation_only
gsm8k_t1.0,18,lens_H,mlp,0.43089799620681124,-0.17522062974130215,evaluation_only
gsm8k_t1.0,19,lens_H,mlp,0.40053187103158244,-0.2702727607089261,evaluation_only
gsm8k_t1.0,20,lens_H,mlp,0.42432176135895106,-0.253786452832341,evaluation_only
gsm8k_t1.0,21,lens_H,mlp,0.43854621918034137,-0.39301360459924745,evaluation_only
gsm8k_t1.0,22,lens_H,mlp,0.45192545559495345,-0.30868682279404674,evaluation_only
gsm8k_t1.0,23,lens_H,mlp,0.3469530799043457,-0.4075183259872038,evaluation_only
gsm8k_t1.0,24,lens_H,mlp,0.35829141584893215,-0.5017950321675901,evaluation_only
gsm8k_t1.0,25,lens_H,mlp,0.35416838459635525,-0.44939175620684024,evaluation_only
gsm8k_t1.0,26,lens_H,mlp,0.36462026882163767,-0.44729029111128155,evaluation_only
gsm8k_t1.0,27,lens_H,mlp,0.5197287045435804,-0.1007926345954515,evaluation_only
gsm8k_t1.0,28,lens_H,mlp,0.599756741156098,0.02499021499475838,evaluation_only
gsm8k_t1.0,29,lens_H,mlp,0.5458274923723923,0.10138809395965236,evaluation_only
gsm8k_t1.0,30,lens_H,mlp,0.5179145707924466,-0.04521960698698545,evaluation_only
gsm8k_t1.0,31,lens_H,mlp,0.436835161210522,-0.04214249327834061,evaluation_only
gsm8k_t1.0,0,lens_logp_tgt,mlp,0.48996041889997527,0.044172463913490716,evaluation_only
gsm8k_t1.0,1,lens_logp_tgt,mlp,0.4996289271872681,-0.027554869785673966,evaluation_only
gsm8k_t1.0,2,lens_logp_tgt,mlp,0.4572441659107776,0.132974385904872,evaluation_only
gsm8k_t1.0,3,lens_logp_tgt,mlp,0.5741527170775955,0.02184711396433341,evaluation_only
gsm8k_t1.0,4,lens_logp_tgt,mlp,0.42743464995464664,-0.17244886720125244,evaluation_only
gsm8k_t1.0,5,lens_logp_tgt,mlp,0.4455553723097221,-0.23632203779863933,evaluation_only
gsm8k_t1.0,6,lens_logp_tgt,mlp,0.47247876638904923,0.03388345714561071,evaluation_only
gsm8k_t1.0,7,lens_logp_tgt,mlp,0.4471015090294384,-0.2961899451449656,evaluation_only
gsm8k_t1.0,8,lens_logp_tgt,mlp,0.400593716500371,-0.30239452354400104,evaluation_only
gsm8k_t1.0,9,lens_logp_tgt,mlp,0.548342541436464,0.06541743127386017,evaluation_only
gsm8k_t1.0,10,lens_logp_tgt,mlp,0.39525439102828397,-0.22955101085496357,evaluation_only
gsm8k_t1.0,11,lens_logp_tgt,mlp,0.4951966685907479,0.05872979814370091,evaluation_only
gsm8k_t1.0,12,lens_logp_tgt,mlp,0.4385874494928671,0.02012741208068087,evaluation_only
gsm8k_t1.0,13,lens_logp_tgt,mlp,0.3951719304032325,-0.17975113633905093,evaluation_only
gsm8k_t1.0,14,lens_logp_tgt,mlp,0.6500164921250103,0.18817666507353015,evaluation_only
gsm8k_t1.0,15,lens_logp_tgt,mlp,0.6231961738269975,0.09621207204124059,evaluation_only
gsm8k_t1.0,16,lens_logp_tgt,mlp,0.652387235095242,0.1985418867063574,evaluation_only
gsm8k_t1.0,17,lens_logp_tgt,mlp,0.6069308155355818,0.2204412201458998,evaluation_only
gsm8k_t1.0,18,lens_logp_tgt,mlp,0.4912385585882741,-0.04900812499631218,evaluation_only
gsm8k_t1.0,19,lens_logp_tgt,mlp,0.6542013688463759,0.2751837515808438,evaluation_only
gsm8k_t1.0,20,lens_logp_tgt,mlp,0.6561804238476128,0.21005013462987113,evaluation_only
gsm8k_t1.0,21,lens_logp_tgt,mlp,0.6370701739919188,0.2651865248185103,evaluation_only
gsm8k_t1.0,22,lens_logp_tgt,mlp,0.527294466892059,0.1586211304975503,evaluation_only
gsm8k_t1.0,23,lens_logp_tgt,mlp,0.638307083367692,0.36408342528288007,evaluation_only
gsm8k_t1.0,24,lens_logp_tgt,mlp,0.628473653830296,0.208701967425275,evaluation_only
gsm8k_t1.0,25,lens_logp_tgt,mlp,0.7131813309144883,0.4951626671072377,evaluation_only
gsm8k_t1.0,26,lens_logp_tgt,mlp,0.5798631153624144,0.26692314197993433,evaluation_only
gsm8k_t1.0,27,lens_logp_tgt,mlp,0.6755174404221985,0.32717202530923567,evaluation_only
gsm8k_t1.0,28,lens_logp_tgt,mlp,0.6017976416261235,0.24217533942658884,evaluation_only
gsm8k_t1.0,29,lens_logp_tgt,mlp,0.6081058794425662,0.2583412498451117,evaluation_only
gsm8k_t1.0,30,lens_logp_tgt,mlp,0.6049723756906077,0.08226711195816148,evaluation_only
gsm8k_t1.0,31,lens_logp_tgt,mlp,0.5926445122454028,0.36951090708473716,evaluation_only
gsm8k_t1.0,0,lens_logp_top1,mlp,0.4966191143728869,0.0365677938599338,evaluation_only
gsm8k_t1.0,1,lens_logp_top1,mlp,0.4884967428053104,0.015054648516711216,evaluation_only
gsm8k_t1.0,2,lens_logp_top1,mlp,0.48639399686649626,-0.017570230768776885,evaluation_only
gsm8k_t1.0,3,lens_logp_top1,mlp,0.5178733404799208,0.026733519395945565,evaluation_only
gsm8k_t1.0,4,lens_logp_top1,mlp,0.49336191968335125,-0.07244208161972814,evaluation_only
gsm8k_t1.0,5,lens_logp_top1,mlp,0.5341799290838625,-0.06887011216861284,evaluation_only
gsm8k_t1.0,6,lens_logp_top1,mlp,0.6237321678898327,0.18492627318161164,evaluation_only
gsm8k_t1.0,7,lens_logp_top1,mlp,0.6096520161622825,0.2966992571263357,evaluation_only
gsm8k_t1.0,8,lens_logp_top1,mlp,0.6103117011626948,0.30051619590465567,evaluation_only
gsm8k_t1.0,9,lens_logp_top1,mlp,0.5169662736043539,-0.00018557090342642362,evaluation_only
gsm8k_t1.0,10,lens_logp_top1,mlp,0.5880885627113054,0.1977170943549862,evaluation_only
gsm8k_t1.0,11,lens_logp_top1,mlp,0.6000659685000413,0.18937535280106838,evaluation_only
gsm8k_t1.0,12,lens_logp_top1,mlp,0.5217283747010802,-0.028221331901477287,evaluation_only
gsm8k_t1.0,13,lens_logp_top1,mlp,0.6828564360517853,0.25452883478780797,evaluation_only
gsm8k_t1.0,14,lens_logp_top1,mlp,0.341180836150738,-0.35890710833918466,evaluation_only
gsm8k_t1.0,15,lens_logp_top1,mlp,0.4532654407520409,-0.19720620890543653,evaluation_only
gsm8k_t1.0,16,lens_logp_top1,mlp,0.463057639976911,-0.13028139511556142,evaluation_only
gsm8k_t1.0,17,lens_logp_top1,mlp,0.450049476375031,-0.2145180958674825,evaluation_only
gsm8k_t1.0,18,lens_logp_top1,mlp,0.44675105137296944,-0.1503104649401787,evaluation_only
gsm8k_t1.0,19,lens_logp_top1,mlp,0.40904593056815375,-0.27687041112756694,evaluation_only
gsm8k_t1.0,20,lens_logp_top1,mlp,0.40533520244083443,-0.3138489785241262,evaluation_only
gsm8k_t1.0,21,lens_logp_top1,mlp,0.4051084357219427,-0.43830696790714957,evaluation_only
gsm8k_t1.0,22,lens_logp_top1,mlp,0.4274758802671724,-0.339051316697841,evaluation_only
gsm8k_t1.0,23,lens_logp_top1,mlp,0.3431186608394492,-0.450231004797111,evaluation_only
gsm8k_t1.0,24,lens_logp_top1,mlp,0.34856106209285065,-0.5443892091552246,evaluation_only
gsm8k_t1.0,25,lens_logp_top1,mlp,0.3459017069349386,-0.4700475580757271,evaluation_only
gsm8k_t1.0,26,lens_logp_top1,mlp,0.3278840603611775,-0.47778843146857686,evaluation_only
gsm8k_t1.0,27,lens_logp_top1,mlp,0.5105549600065968,-0.14559537085661572,evaluation_only
gsm8k_t1.0,28,lens_logp_top1,mlp,0.5494351447183969,-0.051584679140335654,evaluation_only
gsm8k_t1.0,29,lens_logp_top1,mlp,0.5508575905005361,0.0887987750550222,evaluation_only
gsm8k_t1.0,30,lens_logp_top1,mlp,0.5170281190731426,-0.08507988301264084,evaluation_only
gsm8k_t1.0,31,lens_logp_top1,mlp,0.41966273604353926,-0.19322012229781424,evaluation_only
gsm8k_t1.0,0,lens_kl_final,mlp,0.2077595448173497,-0.864904578989086,evaluation_only
gsm8k_t1.0,1,lens_kl_final,mlp,0.20811000247381872,-0.8639638417012337,evaluation_only
gsm8k_t1.0,2,lens_kl_final,mlp,0.20765646903603527,-0.8587295031184172,evaluation_only
gsm8k_t1.0,3,lens_kl_final,mlp,0.2065638657541024,-0.8648082040630882,evaluation_only
gsm8k_t1.0,4,lens_kl_final,mlp,0.20547126247216954,-0.8626420300886452,evaluation_only
gsm8k_t1.0,5,lens_kl_final,mlp,0.20695555372309724,-0.8617151589891253,evaluation_only
gsm8k_t1.0,6,lens_kl_final,mlp,0.2040694318462934,-0.8633628751984044,evaluation_only
gsm8k_t1.0,7,lens_kl_final,mlp,0.2070998598169374,-0.8665754055122522,evaluation_only
gsm8k_t1.0,8,lens_kl_final,mlp,0.208068772161293,-0.8661023816407732,evaluation_only
gsm8k_t1.0,9,lens_kl_final,mlp,0.20650202028531373,-0.864144888883644,evaluation_only
gsm8k_t1.0,10,lens_kl_final,mlp,0.20559495340974687,-0.8651643979222352,evaluation_only
gsm8k_t1.0,11,lens_kl_final,mlp,0.2047497320029686,-0.8633352411635009,evaluation_only
gsm8k_t1.0,12,lens_kl_final,mlp,0.20477034715923148,-0.8599509077927978,evaluation_only
gsm8k_t1.0,13,lens_kl_final,mlp,0.2047497320029686,-0.8622583988781171,evaluation_only
gsm8k_t1.0,14,lens_kl_final,mlp,0.2085635359116022,-0.864720974920884,evaluation_only
gsm8k_t1.0,15,lens_kl_final,mlp,0.20852230559907642,-0.8604097704506608,evaluation_only
gsm8k_t1.0,16,lens_kl_final,mlp,0.20629586872268493,-0.8645148505893622,evaluation_only
gsm8k_t1.0,17,lens_kl_final,mlp,0.20534757153459224,-0.8659906654000248,evaluation_only
gsm8k_t1.0,18,lens_kl_final,mlp,0.20503834419064898,-0.8638093467943535,evaluation_only
gsm8k_t1.0,19,lens_kl_final,mlp,0.20862538138039083,-0.8682156477476786,evaluation_only
gsm8k_t1.0,20,lens_kl_final,mlp,0.2117588851323493,-0.8626530443659021,evaluation_only
gsm8k_t1.0,21,lens_kl_final,mlp,0.21971633544982272,-0.8820999309640836,evaluation_only
gsm8k_t1.0,22,lens_kl_final,mlp,0.22814793436134242,-0.8649432273012463,evaluation_only
gsm8k_t1.0,23,lens_kl_final,mlp,0.20569802919106125,-0.8064520062702706,evaluation_only
gsm8k_t1.0,24,lens_kl_final,mlp,0.2208089387317556,-0.8556553396626091,evaluation_only
gsm8k_t1.0,25,lens_kl_final,mlp,0.22740578873587863,-0.8261181949959776,evaluation_only
gsm8k_t1.0,26,lens_kl_final,mlp,0.21324317638327697,-0.8457781881907279,evaluation_only
gsm8k_t1.0,27,lens_kl_final,mlp,0.22478766389049232,-0.8106070440236729,evaluation_only
gsm8k_t1.0,28,lens_kl_final,mlp,0.21606745279129214,-0.8472633454687066,evaluation_only
gsm8k_t1.0,29,lens_kl_final,mlp,0.21458316154036447,-0.8058251758842399,evaluation_only
gsm8k_t1.0,30,lens_kl_final,mlp,0.21643852560402407,-0.8431477427615546,evaluation_only
gsm8k_t1.0,31,lens_kl_final,mlp,0.2095324482559578,-0.73344249268829,evaluation_only
gsm8k_t1.0,0,lens_H,resid,0.44885379731178365,-0.018852213968070398,evaluation_only
gsm8k_t1.0,1,lens_H,resid,0.411499134163437,-0.05074474215773624,evaluation_only
gsm8k_t1.0,2,lens_H,resid,0.47035540529397213,0.020852092024286478,evaluation_only
gsm8k_t1.0,3,lens_H,resid,0.4260534344850334,-0.03714171637842696,evaluation_only
gsm8k_t1.0,4,lens_H,resid,0.47938484373711554,-0.025095834046311105,evaluation_only
gsm8k_t1.0,5,lens_H,resid,0.43050630823781644,-0.15607201370490786,evaluation_only
gsm8k_t1.0,6,lens_H,resid,0.5823987795827492,0.05999948862284164,evaluation_only
gsm8k_t1.0,7,lens_H,resid,0.5279129215799456,0.10174468118584429,evaluation_only
gsm8k_t1.0,8,lens_H,resid,0.5222849839201781,0.12520381330013314,evaluation_only
gsm8k_t1.0,9,lens_H,resid,0.4381339160550837,-0.09454822778312101,evaluation_only
gsm8k_t1.0,10,lens_H,resid,0.5975715345922321,0.1418240626555029,evaluation_only
gsm8k_t1.0,11,lens_H,resid,0.5166570462604106,-0.03184266891672616,evaluation_only
gsm8k_t1.0,12,lens_H,resid,0.5314999587696874,0.042203170145014755,evaluation_only
gsm8k_t1.0,13,lens_H,resid,0.6745897583903686,0.3684621905430629,evaluation_only
gsm8k_t1.0,14,lens_H,resid,0.5819658613012286,0.14151418776589153,evaluation_only
gsm8k_t1.0,15,lens_H,resid,0.5003298425002061,0.038425863096467366,evaluation_only
gsm8k_t1.0,16,lens_H,resid,0.4427723262142327,-0.2068059382689096,evaluation_only
gsm8k_t1.0,17,lens_H,resid,0.4520285313762678,-0.21011563024284513,evaluation_only
gsm8k_t1.0,18,lens_H,resid,0.5114001814133751,-0.1341240994353216,evaluation_only
gsm8k_t1.0,19,lens_H,resid,0.4810340562381463,-0.15688608680430577,evaluation_only
gsm8k_t1.0,20,lens_H,resid,0.4899810340562381,-0.13381963334257743,evaluation_only
gsm8k_t1.0,21,lens_H,resid,0.5008039910942524,-0.139270323800083,evaluation_only
gsm8k_t1.0,22,lens_H,resid,0.5234394326708997,-0.07598671206122365,evaluation_only
gsm8k_t1.0,23,lens_H,resid,0.5459099529974438,0.009533938725215416,evaluation_only
