contrast_id,left_variant_id,right_variant_id,metric_id,source_metric_id,delta,ci_low,ci_high,wins,ties,losses,worst_unit_delta,worst_unit_id,multiplicity_family_size,inference
llama::P2C_C8_INNOV_LLAMA4::P2C_FAMILY6_TOP5_LLAMA4::official_macro_f1,P2C_C8_INNOV_LLAMA4,P2C_FAMILY6_TOP5_LLAMA4,macro_f1,official_macro_f1,0.02302936628406521,0.007627751578475717,0.03877144294909992,4,0,0,0.008036648832714488,processbench_olympiadbench_llama31_8b,1,unadjusted paired mechanism diagnostic
llama::P2C_C8_INNOV_LLAMA4::P2C_FAMILY6_TOP5_LLAMA4::first_error_exact,P2C_C8_INNOV_LLAMA4,P2C_FAMILY6_TOP5_LLAMA4,first_error_exact,first_error_exact,0.021056117977778205,0.0037684773049214935,0.03846029019453605,4,0,0,0.006051437216338884,processbench_olympiadbench_llama31_8b,1,unadjusted paired mechanism diagnostic
llama::P2C_C8_INNOV_LLAMA4::P2C_FAMILY6_TOP5_LLAMA4::first_error_within_one,P2C_C8_INNOV_LLAMA4,P2C_FAMILY6_TOP5_LLAMA4,first_error_within_one,first_error_within_one,0.01378560097234044,-0.004124356895226195,0.031365333929148746,4,0,0,0.0033670033670033517,processbench_math_llama31_8b,1,unadjusted paired mechanism diagnostic
llama::P2C_C8_INNOV_LLAMA4::P2C_FAMILY6_TOP5_LLAMA4::clean_abstention_accuracy,P2C_C8_INNOV_LLAMA4,P2C_FAMILY6_TOP5_LLAMA4,clean_abstention_accuracy,clean_abstention_accuracy,0.016399492996674758,0.004853679455558782,0.028199615607103493,4,0,0,0.005181347150259086,processbench_gsm8k_llama31_8b,1,unadjusted paired mechanism diagnostic
llama::P2C_C8_INNOV_LLAMA4::P2C_FAMILY6_TOP5_LLAMA4::overall_decision_accuracy,P2C_C8_INNOV_LLAMA4,P2C_FAMILY6_TOP5_LLAMA4,overall_decision_accuracy,overall_decision_accuracy,0.019250000000000045,0.008124999999999993,0.030500000000000027,4,0,0,0.008000000000000007,processbench_olympiadbench_llama31_8b,1,unadjusted paired mechanism diagnostic
llama::P2C_C8_INNOV_LLAMA4::P2C_IU29_TOP10_LLAMA4::official_macro_f1,P2C_C8_INNOV_LLAMA4,P2C_IU29_TOP10_LLAMA4,macro_f1,official_macro_f1,0.010151419299126996,-0.0022721246343882923,0.02276501904510957,4,0,0,7.752869670696327e-07,processbench_olympiadbench_llama31_8b,1,unadjusted paired mechanism diagnostic
llama::P2C_C8_INNOV_LLAMA4::P2C_IU29_TOP10_LLAMA4::first_error_exact,P2C_C8_INNOV_LLAMA4,P2C_IU29_TOP10_LLAMA4,first_error_exact,first_error_exact,0.009216487929570916,-0.00486967717400089,0.023543058679176793,3,0,1,-0.003025718608169442,processbench_olympiadbench_llama31_8b,1,unadjusted paired mechanism diagnostic
llama::P2C_C8_INNOV_LLAMA4::P2C_IU29_TOP10_LLAMA4::first_error_within_one,P2C_C8_INNOV_LLAMA4,P2C_IU29_TOP10_LLAMA4,first_error_within_one,first_error_within_one,0.016536503405871317,0.003390817156471006,0.030005549418326293,4,0,0,0.004830917874396157,processbench_gsm8k_llama31_8b,1,unadjusted paired mechanism diagnostic
llama::P2C_C8_INNOV_LLAMA4::P2C_IU29_TOP10_LLAMA4::clean_abstention_accuracy,P2C_C8_INNOV_LLAMA4,P2C_IU29_TOP10_LLAMA4,clean_abstention_accuracy,clean_abstention_accuracy,0.00345991747793184,-0.0056910591659407785,0.012673701941273872,2,1,1,-0.008298755186721962,processbench_omnimath_llama31_8b,1,unadjusted paired mechanism diagnostic
llama::P2C_C8_INNOV_LLAMA4::P2C_IU29_TOP10_LLAMA4::overall_decision_accuracy,P2C_C8_INNOV_LLAMA4,P2C_IU29_TOP10_LLAMA4,overall_decision_accuracy,overall_decision_accuracy,0.007625000000000048,-0.0014999999999999458,0.016750000000000043,4,0,0,0.0030000000000000027,processbench_olympiadbench_llama31_8b,1,unadjusted paired mechanism diagnostic
